candidate_id,doc_path,line_number,anchor,candidate_text,detected_claim_types,detection_rules,doc_class,truth_status,claim_trace_required,candidate_severity,registered_claim_id,registration_status,notes
DOC-CAND-83a461a371de,docs/post-beta-operator-feedback-and-live-integrations.md,326,line-326,- Feedback always writes a new review artifact (immutability pattern),normative|data_model,normative|data_model,reference,stale,false,medium,,ignored_stale,
DOC-CAND-24c0c92c562c,docs/post-beta-operator-feedback-and-live-integrations.md,327,line-327,- Original execution artifact is never mutated,normative|data_model,normative|data_model,reference,stale,false,medium,,ignored_stale,
DOC-CAND-e59313e6f407,docs/post-beta-operator-feedback-and-live-integrations.md,349,line-349,5.1 Option A: Post-Beta Operator Feedback Round,api_contract,api_contract,reference,stale,false,medium,,ignored_stale,
DOC-CAND-ba8dae9dea77,docs/post-beta-operator-feedback-and-live-integrations.md,397,line-397,2. Implement port-forward process lifecycle management (R-08 from security audit),data_model,data_model,reference,stale,false,medium,,ignored_stale,
DOC-CAND-c6d8f0bda1f1,docs/post-beta-operator-feedback-and-live-integrations.md,398,line-398,3. Expand fixture coverage for next-check behavior,ci_gate,ci_gate,reference,stale,false,medium,,ignored_stale,
DOC-CAND-15af270bb99b,docs/post-beta-operator-feedback-and-live-integrations.md,399,line-399,4. Add Helm values schema validation,data_model,data_model,reference,stale,false,medium,,ignored_stale,
DOC-CAND-9114e39cdbec,docs/post-beta-operator-feedback-and-live-integrations.md,400,line-400,5. Validate full gate runtime within CI time limits,ci_gate,ci_gate,reference,stale,false,medium,,ignored_stale,
DOC-CAND-02055f7933e5,docs/post-beta-operator-feedback-and-live-integrations.md,410,line-410,- Fixture coverage expanded for next-check behavior,ci_gate,ci_gate,reference,stale,false,medium,,ignored_stale,
DOC-CAND-ff24162b62f2,docs/post-beta-operator-feedback-and-live-integrations.md,411,line-411,- Verification gate completes within 10 minutes,ci_gate|performance,ci_gate|performance,reference,stale,false,medium,,ignored_stale,
DOC-CAND-e7091edf392f,docs/post-beta-operator-feedback-and-live-integrations.md,415,line-415,Goal: Improve diagnostic quality through expanded test coverage and feedback integration.,ci_gate,ci_gate,reference,stale,false,medium,,ignored_stale,
DOC-CAND-97490551b0e0,docs/post-beta-operator-feedback-and-live-integrations.md,460,line-460,"| Do not promise live integrations | ✅ Discovery only, no commitments |",normative,normative,reference,stale,false,medium,,ignored_stale,
DOC-CAND-5d117bd8fdf5,docs/post-beta-operator-feedback-and-live-integrations.md,461,line-461,| Do not weaken rolling beta limitations | ✅ Beta contract preserved |,normative,normative,reference,stale,false,medium,,ignored_stale,
DOC-CAND-c397bee09f64,docs/post-beta-operator-feedback-and-live-integrations.md,462,line-462,| Do not move automatic remediation into scope | ✅ Explicitly excluded |,normative,normative,reference,stale,false,medium,,ignored_stale,
DOC-CAND-1de01f08883e,docs/post-beta-operator-feedback-and-live-integrations.md,463,line-463,| Do not collect private identifiers in feedback templates | ✅ Sanitization guidance provided |,normative,normative,reference,stale,false,medium,,ignored_stale,
DOC-CAND-a83815a45be0,docs/post-beta-operator-feedback-and-live-integrations.md,477,line-477,Expected result: VERIFICATION GATE: PASSED,ci_gate,ci_gate,reference,stale,false,medium,,ignored_stale,
DOC-CAND-a0a46037aed8,docs/post-beta-operator-feedback-and-live-integrations.md,481,line-481,"Before this discovery is actionable, Phase 1b changes must be committed:",normative,normative,reference,stale,false,medium,,ignored_stale,
DOC-CAND-12d7f546c689,docs/post-beta-operator-feedback-and-live-integrations.md,493,line-493,Current status: Phase 1b changes pending commit (git status shows uncommitted changes).,data_model,data_model,reference,stale,false,medium,,ignored_stale,
DOC-CAND-8924d9657223,docs/post-beta-operator-feedback-and-live-integrations.md,501,line-501,| docs/post-beta-operator-feedback-and-live-integrations.md | New: Discovery plan for operator feedback and live integrations |,api_contract,api_contract,reference,stale,false,medium,,ignored_stale,
DOC-CAND-341422842d17,docs/post-beta-operator-feedback-and-live-integrations.md,509,line-509,| docs/post-beta-backlog.md | Post-beta backlog triage and epic recommendations |,api_contract,api_contract,reference,stale,false,medium,,ignored_stale,
DOC-CAND-f3472b3c64b9,docs/post-beta-operator-feedback-and-live-integrations.md,510,line-510,"| docs/beta-release-notes.md | Beta scope, known limits, verification status |",data_model|ci_gate,data_model|ci_gate,reference,stale,false,medium,,ignored_stale,
DOC-CAND-dfe582ed3be4,docs/post-beta-operator-feedback-and-live-integrations.md,513,line-513,"| docs/artifact-immutability-audit.md | Feedback artifact patterns, immutability requirements |",data_model,data_model,reference,stale,false,medium,,ignored_stale,
DOC-CAND-e80840d98257,docs/provenance-filtering.md,1,line-1,BETA-G7: Provenance Filtering for Artifact Quality,data_model,data_model,reference,stale,false,medium,,ignored_stale,
DOC-CAND-f3515439bf1c,docs/provenance-filtering.md,5,line-5,"This document describes the provenance filtering mechanism implemented in Epic BETA-G7 to improve operator trust by filtering skipped, empty, or otherwise non-useful artifact references from incident report and operator worklist source references.",config|data_model,config|data_model,reference,stale,false,medium,,ignored_stale,
DOC-CAND-59daa95ef51e,docs/provenance-filtering.md,11,line-11,- Contained only adapter/preflight failure stubs,normative,normative,reference,stale,false,medium,,ignored_stale,
DOC-CAND-a8be9a65d02b,docs/provenance-filtering.md,12,line-12,- Contained no meaningful evidence payload,api_contract,api_contract,reference,stale,false,medium,,ignored_stale,
DOC-CAND-c5436ee93bd6,docs/provenance-filtering.md,21,line-21,1. Reads artifact metadata from disk to determine provenance quality,data_model,data_model,reference,stale,false,medium,,ignored_stale,
DOC-CAND-fd748b7bcb9d,docs/provenance-filtering.md,30,line-30,1. Skipped artifacts (status=skipped),data_model,data_model,reference,stale,false,medium,,ignored_stale,
DOC-CAND-7a2a4e2dac67,docs/provenance-filtering.md,50,line-50,"- Has actual output, payload, or diagnostic content",api_contract,api_contract,reference,stale,false,medium,,ignored_stale,
DOC-CAND-957e344efc4b,docs/provenance-filtering.md,56,line-56,- Has partial evidence in payload,api_contract,api_contract,reference,stale,false,medium,,ignored_stale,
DOC-CAND-86d775957aa4,docs/provenance-filtering.md,73,line-73,- isplaceholderartifact(): Checks if artifact is a known placeholder pattern,data_model,data_model,reference,stale,false,medium,,ignored_stale,
DOC-CAND-f19dba203efa,docs/provenance-filtering.md,74,line-74,- hasusefulevidence(): Checks if artifact contains useful diagnostic content,data_model,data_model,reference,stale,false,medium,,ignored_stale,
DOC-CAND-a15f75fd5c26,docs/provenance-filtering.md,75,line-75,- shouldfilterartifact(): Determines if artifact should be filtered,normative|data_model,normative|data_model,reference,stale,false,medium,,ignored_stale,
DOC-CAND-8e68325a3ccc,docs/provenance-filtering.md,76,line-76,- filterartifactlinks(): Filters a list of artifact links,data_model,data_model,reference,stale,false,medium,,ignored_stale,
DOC-CAND-a1a7c3a7ad7c,docs/provenance-filtering.md,81,line-81,1. Incident Report Builder (buildincidentreportpayload),data_model,data_model,reference,stale,false,medium,,ignored_stale,
DOC-CAND-eafbe4370476,docs/provenance-filtering.md,85,line-85,2. Worklist Builder (buildoperatorworklistpayload),config,config,reference,stale,false,low,,ignored_stale,
DOC-CAND-b5ca88e08839,docs/provenance-filtering.md,86,line-86,- Filters sourceArtifactRefs for each worklist item,config,config,reference,stale,false,low,,ignored_stale,
DOC-CAND-98aad0db761e,docs/provenance-filtering.md,110,line-110,- filteredlinks: Filtered artifact links suitable for operator-facing provenance,data_model,data_model,reference,stale,false,medium,,ignored_stale,
DOC-CAND-15304b42a97f,docs/provenance-filtering.md,122,line-122,- Mixed refs: only skipped filtered,normative,normative,reference,stale,false,medium,,ignored_stale,
DOC-CAND-f89dfa9993e1,docs/provenance-filtering.md,132,line-132,- Successful with payload preserved,api_contract,api_contract,reference,stale,false,medium,,ignored_stale,
DOC-CAND-92d50990b10c,docs/provenance-filtering.md,138,line-138,- Mixed refs filter non-useful only,normative,normative,reference,stale,false,medium,,ignored_stale,
DOC-CAND-5efbdb5ea8e6,docs/provenance-filtering.md,152,line-152,- fixtureskippedexternalanalysis: Skipped artifact (filtered),data_model,data_model,reference,stale,false,medium,,ignored_stale,
DOC-CAND-906d4c3a6704,docs/provenance-filtering.md,157,line-157,- fixtureemptyplaceholder: Empty artifact (filtered),data_model,data_model,reference,stale,false,medium,,ignored_stale,
DOC-CAND-df8aa7943626,docs/provenance-filtering.md,162,line-162,1. No new persistence layer: Filtering is derived-only and stateless,normative,normative,reference,stale,false,medium,,ignored_stale,
DOC-CAND-53200d219e03,docs/provenance-filtering.md,163,line-163,2. Preserve artifact-first behavior: No frontend-only filtering,normative|data_model,normative|data_model,reference,stale,false,medium,,ignored_stale,
DOC-CAND-da6b42be4b04,docs/provenance-filtering.md,164,line-164,3. Backward compatibility: Additive or behaviorally narrowing only,normative,normative,reference,stale,false,medium,,ignored_stale,
DOC-CAND-5e0bc5b686ae,docs/provenance-filtering.md,165,line-165,4. Truthfulness standards: Do not over-filter,normative,normative,reference,stale,false,medium,,ignored_stale,
DOC-CAND-27a8cab5dc73,docs/recent-runs-execution-debugging.md,1,line-1,Recent Runs Execution State Debugging,data_model,data_model,runbook,current,false,medium,,unregistered,
DOC-CAND-8aff3c037290,docs/recent-runs-execution-debugging.md,5,line-5,"This document explains how to diagnose the ""Recent Runs vs Work List execution-state discrepancy"" issue in k9b preprod.",data_model,data_model,runbook,current,false,medium,,unregistered,
DOC-CAND-b3ac7d08527a,docs/recent-runs-execution-debugging.md,15,line-15,1. /api/runs?includebatcheligibility=true&debugexecutionsummary=true,api_contract,api_contract,runbook,current,false,medium,,unregistered,
DOC-CAND-c7ae3abb824e,docs/recent-runs-execution-debugging.md,18,line-18,2. /api/debug/runs/{runid}/execution-summary,api_contract,api_contract,runbook,current,false,medium,,unregistered,
DOC-CAND-0f8a00906d8c,docs/recent-runs-execution-debugging.md,19,line-19,- Dedicated diagnostics endpoint for a specific run,api_contract,api_contract,runbook,current,false,medium,,unregistered,
DOC-CAND-56ef2e835a64,docs/recent-runs-execution-debugging.md,20,line-20,- Provides detailed execution state analysis,data_model,data_model,runbook,current,false,medium,,unregistered,
DOC-CAND-68d758b31a17,docs/recent-runs-execution-debugging.md,24,line-24,Set the environment variable before starting the backend:,config,config,runbook,current,false,low,,unregistered,
DOC-CAND-3ab59a9e91a2,docs/recent-runs-execution-debugging.md,43,line-43,1. Backend: Must have K9BENABLEDEBUGENDPOINTS=true set,normative,normative,runbook,current,false,medium,,unregistered,
DOC-CAND-dfcd8f6940ba,docs/recent-runs-execution-debugging.md,44,line-44,2. UI: Automatically detects the enabled state via GET /api/debug/diagnostics-enabled,api_contract|data_model,api_contract|data_model,runbook,current,false,medium,,unregistered,
DOC-CAND-d5cf2feec217,docs/recent-runs-execution-debugging.md,57,line-57,- worklist-run-payload.json - Worklist/run payload from plan artifacts,api_contract|config,api_contract|config,runbook,current,false,medium,,unregistered,
DOC-CAND-b076b109c131,docs/recent-runs-execution-debugging.md,180,line-180,| recent-runs-debug.json | Full /api/runs payload with debug params |,api_contract,api_contract,runbook,current,false,medium,,unregistered,
DOC-CAND-4911a531014f,docs/recent-runs-execution-debugging.md,183,line-183,| execution-summary-diagnostics.json | Dedicated debug endpoint payload |,api_contract,api_contract,runbook,current,false,medium,,unregistered,
DOC-CAND-c8c6d66148d9,docs/recent-runs-execution-debugging.md,184,line-184,| worklist-run-payload.json | Selected run / Work list payload (if available) |,api_contract|config,api_contract|config,runbook,current,false,medium,,unregistered,
DOC-CAND-ceffa68ab4e1,docs/recent-runs-execution-debugging.md,212,line-212,"Cause: The next-check plan is not in the UI index. Without plan data, execution summary cannot be computed.",normative,normative,runbook,current,false,medium,,unregistered,
DOC-CAND-6d747e5c35d7,docs/recent-runs-execution-debugging.md,245,line-245,| newestexecutionartifactmtime | Modification time of newest execution artifact |,data_model,data_model,runbook,current,false,medium,,unregistered,
DOC-CAND-dd481fab9245,docs/recent-runs-execution-debugging.md,250,line-250,The Work list / selected run endpoint is auto-detected based on the --base-url:,api_contract,api_contract,runbook,current,false,medium,,unregistered,
DOC-CAND-86d6c510a95e,docs/recent-runs-execution-debugging.md,256,line-256,"If your deployment uses a different endpoint, specify it explicitly:",api_contract,api_contract,runbook,current,false,medium,,unregistered,
DOC-CAND-757b3bec1c53,docs/recent-runs-execution-debugging.md,270,line-270,2. recent-runs-debug.json - Full Recent Runs payload (sanitize any sensitive data),api_contract,api_contract,runbook,current,false,medium,,unregistered,
DOC-CAND-1c6faa8ee49b,docs/recent-runs-execution-debugging.md,271,line-271,3. execution-summary-diagnostics.json - Debug endpoint response,api_contract,api_contract,runbook,current,false,medium,,unregistered,
DOC-CAND-a60de35d9372,docs/recent-runs-execution-debugging.md,272,line-272,4. worklist-run-payload.json - Work list payload (if available),api_contract|config,api_contract|config,runbook,current,false,medium,,unregistered,
DOC-CAND-e471e57908ae,docs/recent-runs-execution-debugging.md,275,line-275,- Bearer tokens (they are never echoed to output files),normative,normative,runbook,current,false,medium,,unregistered,
DOC-CAND-a07bee73ed54,docs/recent-runs-execution-debugging.md,276,line-276,- Internal authentication headers (use --header to add custom headers separately),security,security,runbook,current,false,high,,unregistered,
DOC-CAND-605869216cad,docs/recent-runs-execution-debugging.md,283,line-283,| 1 | Missing required tools (curl or jq) |,normative,normative,runbook,current,false,medium,,unregistered,
DOC-CAND-71d0ebfaa60c,docs/recent-runs-execution-debugging.md,284,line-284,| 2 | Missing required arguments |,normative,normative,runbook,current,false,medium,,unregistered,
DOC-CAND-da0b19c6a597,docs/reports/app-tsx-source-map.md,4,line-4,Status: ACT 5 Completed — Strict TypeScript DCE scan,data_model,data_model,reference,historical,false,medium,,ignored_historical,
DOC-CAND-0e03502435ba,docs/reports/app-tsx-source-map.md,23,line-23,- useAppClusterPlanProps import (line 51) — imported but never used in App.tsx,normative,normative,reference,historical,false,medium,,ignored_historical,
DOC-CAND-73065e25cf33,docs/reports/app-tsx-source-map.md,32,line-32,Note: TypeScript strict flags cannot be enabled project-wide due to:,normative,normative,reference,historical,false,medium,,ignored_historical,
DOC-CAND-84b3af5cfd35,docs/reports/app-tsx-source-map.md,34,line-34,- Build passes with Vite; TSC strict mode requires tsconfig fix (out of scope),normative,normative,reference,historical,false,medium,,ignored_historical,
DOC-CAND-4f780dd0f7e1,docs/reports/app-tsx-source-map.md,62,line-62,"| 276-301 | useUIState call | UI state (tabs, filters, highlights) | ✓ Extracted |",data_model,data_model,reference,historical,false,medium,,ignored_historical,
DOC-CAND-2d920e639a4f,docs/reports/app-tsx-source-map.md,64,line-64,| 334 | executionHistory derivation | State pass-through to hooks | ✓ Kept inline |,data_model,data_model,reference,historical,false,medium,,ignored_historical,
DOC-CAND-fcec5cfa901a,docs/reports/app-tsx-source-map.md,65,line-65,| 336-345 | useAppBatchExecutionHandlers | Batch execution state/handlers | ✓ Extracted |,data_model,data_model,reference,historical,false,medium,,ignored_historical,
DOC-CAND-5dacb5e331f1,docs/reports/app-tsx-source-map.md,69,line-69,| 377-391 | useAppManualExecutionHandlers | Manual execution state/handlers | ✓ Extracted |,data_model,data_model,reference,historical,false,medium,,ignored_historical,
