candidate_id,disposition,claim_id,covered_by_claim_id,reason_code,reviewed_at,reviewer_notes
DOC-CAND-67dcb2f03d53,stale,,,stale_doc,2026-06-20T08:32:00Z,From stale doc: docs/artifact-immutability-audit.md (ACT 5.14 stale/historical review)
DOC-CAND-a511b30710a2,stale,,,stale_doc,2026-06-19,From stale doc: docs/artifact-immutability-audit.md
DOC-CAND-19243668c4ce,stale,,,stale_doc,2026-06-20T08:32:00Z,From stale doc: docs/artifact-immutability-audit.md (ACT 5.14 stale/historical review)
DOC-CAND-83f8f8e26412,stale,,,stale_doc,2026-06-19,From stale doc: docs/artifact-immutability-audit.md
DOC-CAND-48821560616e,stale,,,stale_doc,2026-06-20T08:32:00Z,From stale doc: docs/artifact-immutability-audit.md (ACT 5.14 stale/historical review)
DOC-CAND-81a271c9ad33,stale,,,stale_doc,2026-06-19,From stale doc: docs/artifact-immutability-audit.md
DOC-CAND-a1db98165db0,historical,,,historical_doc,2026-06-19,From historical doc: docs/beta-demo-readiness-checklist.md
DOC-CAND-2127adb1c9ac,covered_by_existing_claim,,DOC-CLAIM-0059,covered_by_broader_claim,2026-06-20T18:00Z,(ACT 5.9 review) CI drift gate requirement about ruff/mypy checks. Covered by DOC-CLAIM-0059 CI gate claim (ACT 5.9 review).
DOC-CAND-12e8b2ac53ae,stale,,,stale_doc,2026-06-19,From stale doc: docs/cluster_snapshot_plan.md
DOC-CAND-00f7fa87a240,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: docs/coverage.md
DOC-CAND-2e72f1c89378,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: docs/coverage.md
DOC-CAND-f4ada711d023,covered_by_existing_claim,,DOC-CLAIM-0016,covered_by_broader_claim,2026-06-20,ACT 3.5: Run-scoped contents immutable; covered by DOC-CLAIM-0016
DOC-CAND-3a26dc23737a,ignored_by_policy,,,low_value_context,2026-06-19,"Low-value prose fragment from docs/data-model/incident-report-quality.md: schema quality rule name, rule definition not a tracked claim (ACT 5.0 review)."
DOC-CAND-eea4c768693d,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: docs/data-model/next-check-mapping.md
DOC-CAND-8912e795bd5e,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: docs/data-model/next-check-mapping.md
DOC-CAND-1ffeca2a5d69,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: docs/data-model/next-check-mapping.md
DOC-CAND-da71cd6a22d1,ignored_by_policy,,,too_granular_for_registry,2026-06-20T18:00Z,"(ACT 5.9 review) Classification example for next-check mapping. Example/classification, not a behavioral claim (ACT 5.9 review)."
DOC-CAND-8da90b844509,ignored_by_policy,,,low_value_context,2026-06-20T06:08:33Z,"Short prose fragment from docs/data-model/review-packets.md, not a tracked behavioral invariant (ACT 5.2 review)."
DOC-CAND-fba2528fd7a1,covered_by_existing_claim,,DOC-CLAIM-0004,covered_by_broader_claim,2026-06-20,ACT 3.5: Incident as aggregate root; covered by DOC-CLAIM-0004
DOC-CAND-27ef2ced0c0c,registered_existing_claim,DOC-CLAIM-0039,,already_registered,2026-06-19,Already registered to DOC-CLAIM-0039
DOC-CAND-786eed152720,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: docs/doctrine/beta-real-incident-validation.md
DOC-CAND-4f64409dfdd4,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: docs/doctrine/beta-real-incident-validation.md
DOC-CAND-df98cb75825b,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: docs/doctrine/beta-real-incident-validation.md
DOC-CAND-16a5431eab23,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: docs/doctrine/blockstor-derived-rules.md
DOC-CAND-5a7bc28f9dd7,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: docs/doctrine/blockstor-derived-rules.md
DOC-CAND-11d8b80d3855,ignored_by_policy,,,non_normative_description,2026-06-20T10:15:00Z,Short prose fragment from docs/doctrine/documentation-truthfulness.md; not a tracked behavioral invariant (ACT 5.4 review).
DOC-CAND-726f50180ed1,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: docs/doctrine/documentation-truthfulness.md
DOC-CAND-cb7ede3fab40,ignored_by_policy,,,policy_statement,2026-06-20T18:00Z,"(ACT 5.9 review) Historical evidence policy: proves past behavior only, not current. Documentation policy prose, not a system behavioral claim (ACT 5.9 review)."
DOC-CAND-7c0d477a0760,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: docs/doctrine/documentation-truthfulness.md
DOC-CAND-db869c79d324,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: docs/doctrine/identity-primer.md
DOC-CAND-e508c5b2d835,ignored_by_policy,,,not_a_claim,2026-06-20T18:00Z,"(ACT 5.9 review) Path security design feature specification. Design document note, not current verifiable system behavior (ACT 5.9 review)."
DOC-CAND-01eaaa6e4b95,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: docs/doctrine/playbooks/redesign_staging.md
DOC-CAND-6cf194783077,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: docs/doctrine/seed_rules.md
DOC-CAND-007cdbf01c44,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: docs/frontend/elmish-controller-pattern.md
DOC-CAND-cb688d667dc4,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: docs/frontend/elmish-controller-pattern.md
DOC-CAND-18434e159618,historical,,,historical_doc,2026-06-19,From historical doc: docs/gate-timings-history-1.md
DOC-CAND-adc52dfcf522,historical,,,historical_doc,2026-06-19,From historical doc: docs/gate-timings-history-1.md
DOC-CAND-5866d9564a46,historical,,,historical_doc,2026-06-19,From historical doc: docs/gate-timings-history-1.md
DOC-CAND-051d0ddfbb1a,historical,,,historical_doc,2026-06-19,From historical doc: docs/gate-timings-history-2.md
DOC-CAND-a6dad90a2426,stale,,,stale_doc,2026-06-19,From stale doc: docs/harbor-publishing.md
DOC-CAND-432c96de81ac,stale,,,stale_doc,2026-06-19,From stale doc: docs/harbor-publishing.md
DOC-CAND-b06ecd0288ed,stale,,,stale_doc,2026-06-19,From stale doc: docs/incidents/automatic-diagnosis-loop.md
DOC-CAND-8c0dc5fe17e4,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: docs/logging-policy.md
DOC-CAND-6e79abb9b793,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: docs/post-beta-backlog.md
DOC-CAND-271d91a6a31f,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: docs/post-beta-backlog.md
DOC-CAND-419d4913a38d,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: docs/post-beta-backlog.md
DOC-CAND-5efbdb5ea8e6,stale,,,stale_doc,2026-06-19,From stale doc: docs/provenance-filtering.md
DOC-CAND-756da90fea0c,historical,,,historical_doc,2026-06-19,From historical doc: docs/reports/app-tsx-source-map.md
DOC-CAND-3bb60d193c18,historical,,,historical_doc,2026-06-19,From historical doc: docs/reports/app-tsx-source-map.md
DOC-CAND-86839111bdfd,stale,,,stale_doc,2026-06-19,From stale doc: docs/reports/current-agent-capabilities.md
DOC-CAND-83764e8f75c3,stale,,,stale_doc,2026-06-19,From stale doc: docs/reports/diagnostic-command-chain-requirements-traceability.md
DOC-CAND-9b221793ec7d,stale,,,stale_doc,2026-06-19,From stale doc: docs/reports/diagnostic-command-chain-requirements-traceability.md
DOC-CAND-10b7c84bd446,historical,,,historical_doc,2026-06-19,From historical doc: docs/reports/diagnostic-loop-audit-evidence.md
DOC-CAND-d68145a8a913,historical,,,historical_doc,2026-06-19,From historical doc: docs/reports/diagnostic-loop-audit.md
DOC-CAND-53377640c65e,historical,,,historical_doc,2026-06-19,From historical doc: docs/reports/diagnostic-loop-audit.md
DOC-CAND-b4cc495815e5,historical,,,historical_doc,2026-06-19,From historical doc: docs/reports/health-assessment-remaining-seams.md
DOC-CAND-d1af0225c72b,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: docs/reports/impact-scan-ledger.md
DOC-CAND-a819db750f3b,historical,,,historical_doc,2026-06-19,From historical doc: docs/reports/k8s-accelerator-real-cluster-demo-storyline-evidence.md
DOC-CAND-5f28d2e05a45,historical,,,historical_doc,2026-06-19,From historical doc: docs/reports/k8s-accelerator-real-cluster-demo-storyline-evidence.md
DOC-CAND-89382d530cf3,historical,,,historical_doc,2026-06-19,From historical doc: docs/reports/k8s-accelerator-real-cluster-demo-storyline-evidence.md
DOC-CAND-9e583e9eee9a,historical,,,historical_doc,2026-06-19,From historical doc: docs/reports/k8s-accelerator-real-cluster-demo-storyline-flow.md
DOC-CAND-c77c3cfac542,historical,,,historical_doc,2026-06-19,From historical doc: docs/reports/k8s-accelerator-real-cluster-demo-storyline-flow.md
DOC-CAND-b7548a31d761,historical,,,historical_doc,2026-06-19,From historical doc: docs/reports/llm-prompt-builder-inventory-2026-06-03.md
DOC-CAND-511c42b75c3a,historical,,,historical_doc,2026-06-19,From historical doc: docs/reports/security-audit-2026-05-31.md
DOC-CAND-24c14e61fc17,historical,,,historical_doc,2026-06-19,From historical doc: docs/reports/security-audit-2026-05-31.md
DOC-CAND-892d432e2bbd,ignored_by_policy,,,non_normative_description,2026-06-20T08:09:45Z,Descriptive prose fragment from incident-report-schema.md; not a standalone behavioral claim (ACT 5.6 review)
DOC-CAND-2f9f2731a31a,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: docs/schemas/incident-report-schema.md
DOC-CAND-b839a1cf80e0,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: docs/schemas/incident-report-schema.md
DOC-CAND-38ccedf4093c,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: docs/schemas/usefulness-feedback-schema.md
DOC-CAND-c459acaf8dcf,stale,,,stale_doc,2026-06-19,From stale doc: docs/seam-map-assessment-comparison-orchestration.md
DOC-CAND-1d24f399b1b3,stale,,,stale_doc,2026-06-19,From stale doc: docs/seam-map-health-loop-closure.md
DOC-CAND-ead2e4c63d27,stale,,,stale_doc,2026-06-19,From stale doc: docs/seam-map-llm-auto-drilldown-analysis.md
DOC-CAND-f43d55df5a7e,stale,,,stale_doc,2026-06-19,From stale doc: docs/seam-map-port-forward-history.md
DOC-CAND-17f15a2cfce1,historical,,,historical_doc,2026-06-19,From historical doc: docs/security/api-security-audit.md
DOC-CAND-a9dc5d219ced,historical,,,historical_doc,2026-06-19,From historical doc: docs/security/api-security-audit.md
DOC-CAND-bf0ea5afc76a,historical,,,historical_doc,2026-06-19,From historical doc: docs/security/artifact-integrity-audit.md
DOC-CAND-8a9249a351a5,historical,,,historical_doc,2026-06-19,From historical doc: docs/security/artifact-integrity-audit.md
DOC-CAND-05625c20b5c0,historical,,,historical_doc,2026-06-19,From historical doc: docs/security/artifact-integrity-audit.md
DOC-CAND-58c15ed66e50,historical,,,historical_doc,2026-06-19,From historical doc: docs/security/artifact-integrity-audit.md
DOC-CAND-bb9449b2e9f4,historical,,,historical_doc,2026-06-19,From historical doc: docs/security/artifact-integrity-audit.md
DOC-CAND-39bb1af47dc5,historical,,,historical_doc,2026-06-19,From historical doc: docs/security/artifact-integrity-audit.md
DOC-CAND-f63879dcc786,historical,,,historical_doc,2026-06-19,From historical doc: docs/security/artifact-integrity-audit.md
DOC-CAND-ddc0b29292e8,historical,,,historical_doc,2026-06-19,From historical doc: docs/security/artifact-integrity-audit.md
DOC-CAND-79e6c6954a2c,ignored_by_policy,,,non_normative_description,2026-06-20T08:09:45Z,Descriptive prose fragment from llm-anonymization-design.md; not a standalone behavioral claim (ACT 5.12 review)
