candidate_id,doc_path,line_number,anchor,candidate_text,detected_claim_types,detection_rules,doc_class,truth_status,claim_trace_required,candidate_severity,registered_claim_id,registration_status,notes
DOC-CAND-5fda969c8ff4,docs/security/subprocess-security-audit.md,79,line-79,| tests/testscripts.py | verifyall.sh runners | CI verification |,ci_gate,ci_gate,reference,historical,false,medium,,ignored_historical,
DOC-CAND-698e71a0959b,docs/security/subprocess-security-audit.md,112,line-112,"- collect/livesnapshot.py - No timeout, unbounded collection",performance,performance,reference,historical,false,low,,ignored_historical,
DOC-CAND-a6da681600b3,docs/security/subprocess-security-audit.md,113,line-113,- health/imagepullsecret.py - No timeout,performance,performance,reference,historical,false,low,,ignored_historical,
DOC-CAND-5fdd57312e47,docs/security/subprocess-security-audit.md,114,line-114,- health/loopalertmanagerportforward.py - Popen without timeout,performance,performance,reference,historical,false,low,,ignored_historical,
DOC-CAND-f12d535b24cb,docs/security/subprocess-security-audit.md,123,line-123,| identity/cluster.py | kube context from config | --context flag | Validated by kubectl |,config,config,reference,historical,false,low,,ignored_historical,
DOC-CAND-68045962173d,docs/security/subprocess-security-audit.md,125,line-125,| alertmanagerdiscovery.py | context parameter | --context flag | None explicit |,config,config,reference,historical,false,low,,ignored_historical,
DOC-CAND-2218146a1b5d,docs/security/subprocess-security-audit.md,126,line-126,"| manualnextcheck.py | LLM-derived description | Parsed via shlex, validated | Family allowlist, mutation keywords |",security,security,reference,historical,false,high,,ignored_historical,
DOC-CAND-b41c0ac1315d,docs/security/subprocess-security-audit.md,137,line-137,Read-Only vs Mutation-Capable Classification,normative|security,normative|security,reference,historical,false,high,,ignored_historical,
DOC-CAND-660955661fda,docs/security/subprocess-security-audit.md,139,line-139,Read-Only Commands (Safe by Default),normative|config,normative|config,reference,historical,false,medium,,ignored_historical,
DOC-CAND-657404792ab2,docs/security/subprocess-security-audit.md,142,line-142,"- kubectl port-forward (network access, not mutation)",security,security,reference,historical,false,high,,ignored_historical,
DOC-CAND-6951e95f32f7,docs/security/subprocess-security-audit.md,144,line-144,Mutation-Capable Commands (Require Approval Gate),security|ci_gate,security|ci_gate,reference,historical,false,high,,ignored_historical,
DOC-CAND-b3536aae4544,docs/security/subprocess-security-audit.md,147,line-147,"The nextcheckplanner.py module explicitly detects mutation keywords (apply, delete, patch, scale, replace, create, edit, label, annotate, rollout, cordon, uncordon, drain, exec, set, upgrade) but the actual mutation would only occur if:",normative|security|api_contract,normative|security|api_contract,reference,historical,false,high,,ignored_historical,
DOC-CAND-943a28b98dc0,docs/security/subprocess-security-audit.md,148,line-148,1. An LLM suggests a mutation command,security,security,reference,historical,false,high,,ignored_historical,
DOC-CAND-635c307f52cf,docs/security/subprocess-security-audit.md,151,line-151,Currently manualnextcheck.py explicitly blocks mutation keywords via DANGEROUSCHARS and MUTATIONKEYWORDS.,security,security,reference,historical,false,high,,ignored_historical,
DOC-CAND-5fdf915914ed,docs/security/subprocess-security-audit.md,176,line-176,| Namespace injection | Unknown | No validation that namespace names are well-formed |,security,security,reference,historical,false,high,,ignored_historical,
DOC-CAND-14be288e86b0,docs/security/subprocess-security-audit.md,177,line-177,| Context injection | Unknown | No validation that context names are well-formed |,security,security,reference,historical,false,high,,ignored_historical,
DOC-CAND-7bdb1924b330,docs/security/subprocess-security-audit.md,178,line-178,"| Resource name injection | Low risk | Template-based, limited free-form input |",security,security,reference,historical,false,high,,ignored_historical,
DOC-CAND-c51cb4a5c5b1,docs/security/subprocess-security-audit.md,194,line-194,"1. Command family allowlist: Only kubectl-get, kubectl-describe, kubectl-logs, kubectl-get-crd, kubectl-top",normative|api_contract,normative|api_contract,reference,historical,false,medium,,ignored_historical,
DOC-CAND-d963d5ebc8da,docs/security/subprocess-security-audit.md,195,line-195,"2. Mutation keyword blocklist: 17 patterns blocked (apply, delete, etc.)",security|api_contract,security|api_contract,reference,historical,false,high,,ignored_historical,
DOC-CAND-177cad621196,docs/security/subprocess-security-audit.md,197,line-197,4. safeToAutomate gate: Candidate must have safeToAutomate=true,normative|config|ci_gate,normative|config|ci_gate,reference,historical,false,medium,,ignored_historical,
DOC-CAND-bc55165de685,docs/security/subprocess-security-audit.md,198,line-198,"5. Approval gate: Candidate must have approvalStatus=""approved"" if requiresOperatorApproval=true",normative|ci_gate,normative|ci_gate,reference,historical,false,medium,,ignored_historical,
DOC-CAND-f72cde59833a,docs/security/subprocess-security-audit.md,208,line-208,Timeout/Resource-Control Analysis,performance,performance,reference,historical,false,low,,ignored_historical,
DOC-CAND-611a295cbb20,docs/security/subprocess-security-audit.md,214,line-214,| identity/cluster.py | 10s | kubectl get namespace |,api_contract,api_contract,reference,historical,false,medium,,ignored_historical,
DOC-CAND-8ea730bc4c24,docs/security/subprocess-security-audit.md,224,line-224,| collect/livesnapshot.py | HIGH | No timeout on kubectl/helm commands |,performance,performance,reference,historical,false,low,,ignored_historical,
DOC-CAND-bdbf93f132d7,docs/security/subprocess-security-audit.md,225,line-225,| externalanalysis/adapter.py | HIGH | No timeout on external tool execution |,performance,performance,reference,historical,false,low,,ignored_historical,
DOC-CAND-9c684ca2f3e9,docs/security/subprocess-security-audit.md,226,line-226,| health/imagepullsecret.py | HIGH | No timeout on kubectl inspection |,performance,performance,reference,historical,false,low,,ignored_historical,
DOC-CAND-8f386823f67f,docs/security/subprocess-security-audit.md,227,line-227,| health/drilldown.py | HIGH | No timeout on drilldown commands |,performance,performance,reference,historical,false,low,,ignored_historical,
DOC-CAND-71904032d867,docs/security/subprocess-security-audit.md,228,line-228,| health/loopscheduler.py | HIGH | No timeout on script execution |,performance,performance,reference,historical,false,low,,ignored_historical,
DOC-CAND-db7399ef21c9,docs/security/subprocess-security-audit.md,229,line-229,| k8sgptadapter.py | HIGH | No timeout on k8sgpt execution |,performance,performance,reference,historical,false,low,,ignored_historical,
DOC-CAND-d3101a138e0d,docs/security/subprocess-security-audit.md,230,line-230,| llamacppadapter.py | HIGH | No timeout on llamacpp execution (if subprocess path used) |,performance,performance,reference,historical,false,low,,ignored_historical,
DOC-CAND-b8bc03826e38,docs/security/subprocess-security-audit.md,231,line-231,"| loopalertmanagerportforward.py | MEDIUM | Popen without timeout, port-ready has 5s |",performance,performance,reference,historical,false,low,,ignored_historical,
DOC-CAND-c39928a8932e,docs/security/subprocess-security-audit.md,245,line-245,"- --token, --bearer, --password, --secret, --credentials, --kubeconfig, --auth",security|config,security|config,reference,historical,false,high,,ignored_historical,
DOC-CAND-d4cc87e6ce75,docs/security/subprocess-security-audit.md,267,line-267,2. Mutation detection - nextcheckplanner.py blocks 17 mutation keywords,security,security,reference,historical,false,high,,ignored_historical,
DOC-CAND-72007e1a5d5c,docs/security/subprocess-security-audit.md,268,line-268,3. Command family allowlist - Only 5 kubectl command families allowed,normative,normative,reference,historical,false,medium,,ignored_historical,
DOC-CAND-14b641469bf3,docs/security/subprocess-security-audit.md,271,line-271,6. Timeout on discovery - 30s timeout on kubectl discovery calls,performance,performance,reference,historical,false,low,,ignored_historical,
DOC-CAND-ace6c0959afa,docs/security/subprocess-security-audit.md,272,line-272,7. Approval gating - requiresOperatorApproval field respected,data_model,data_model,reference,historical,false,medium,,ignored_historical,
DOC-CAND-242f52f2faa4,docs/security/subprocess-security-audit.md,276,line-276,1. Multiple paths lack timeouts - 7 production paths have no timeout,performance,performance,reference,historical,false,low,,ignored_historical,
DOC-CAND-cb8c9ebd943d,docs/security/subprocess-security-audit.md,278,line-278,"3. LLM args not allowlisted - Only family/mutation checks, not full arg allowlist",normative|security,normative|security,reference,historical,false,high,,ignored_historical,
DOC-CAND-fe62ca6b3d98,docs/security/subprocess-security-audit.md,281,line-281,6. Port-forward Popen unbounded - kubectl port-forward process has no timeout,performance,performance,reference,historical,false,low,,ignored_historical,
