candidate_id,disposition,claim_id,covered_by_claim_id,reason_code,reviewed_at,reviewer_notes
DOC-CAND-81730025469b,registered_existing_claim,DOC-CLAIM-0061,,already_registered,2026-06-19,Already registered to DOC-CLAIM-0061
DOC-CAND-24ae91fc8c0d,covered_by_existing_claim,,DOC-CLAIM-0066,covered_by_broader_claim,2026-06-19,LLM evidence/safety gates covered by DOC-CLAIM-0066 provider seam enforcement; verify_llm_evidence_boundaries.py and verify_llm_semantic_injection_detection.py verify both
DOC-CAND-75f9ee4fd2a7,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: README.md
DOC-CAND-ab1a80cbcac1,covered_by_existing_claim,,DOC-CLAIM-0066,covered_by_broader_claim,2026-06-19,Semantic injection detection integrated into prompt construction covered by DOC-CLAIM-0066 provider seam enforcement
DOC-CAND-ac092c904ef4,stale,,,stale_doc,2026-06-19,From stale doc: docs/agent-docs-audit.md
DOC-CAND-ee0df7bda2b5,stale,,,stale_doc,2026-06-19,From stale doc: docs/artifact-immutability-audit.md
DOC-CAND-79faaf180701,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: docs/auth.md
DOC-CAND-13cb0b1ed3fa,historical,,,historical_doc,2026-06-19,From historical doc: docs/beta-demo-readiness-checklist.md
DOC-CAND-8b6e7579a38d,historical,,,historical_doc,2026-06-19,From historical doc: docs/beta-demo-readiness-checklist.md
DOC-CAND-fce5f6cf042c,historical,,,historical_doc,2026-06-19,From historical doc: docs/beta-demo-readiness-checklist.md
DOC-CAND-773697d38dbf,historical,,,historical_doc,2026-06-19,From historical doc: docs/beta-operator-guide.md
DOC-CAND-d8e4b98faf82,historical,,,historical_doc,2026-06-19,From historical doc: docs/beta-operator-guide.md
DOC-CAND-58c13fec169e,historical,,,historical_doc,2026-06-19,From historical doc: docs/beta-operator-guide.md
DOC-CAND-d3cc9f2ffa8d,historical,,,historical_doc,2026-06-19,From historical doc: docs/beta-release-notes.md
DOC-CAND-dcea9319d667,historical,,,historical_doc,2026-06-19,From historical doc: docs/beta-release-notes.md
DOC-CAND-08e875a7ae73,historical,,,historical_doc,2026-06-19,From historical doc: docs/beta-stakeholder-demo-script.md
DOC-CAND-a0afe925765c,historical,,,historical_doc,2026-06-19,From historical doc: docs/beta-stakeholder-demo-script.md
DOC-CAND-63e3f0c6b6ba,stale,,,stale_doc,2026-06-19,From stale doc: docs/cluster_snapshot_plan.md
DOC-CAND-e35cecf7a896,covered_by_existing_claim,,DOC-CLAIM-0005,covered_by_broader_claim,2026-06-20T18:00Z,(ACT 5.9 review) Alertmanager source designation. Covered by DOC-CLAIM-0005 data model source identification claim (ACT 5.9 review).
DOC-CAND-4d3908163443,ignored_by_policy,,,generated_from_table_fragment,2026-06-20T10:15:00Z,Table cell/row fragment from docs/data-model/artifacts.md; column enumeration not a standalone behavioral claim (ACT 5.4 review).
DOC-CAND-d9f21a20aaad,covered_by_existing_claim,,DOC-CLAIM-0004,covered_by_broader_claim,2026-06-20T18:00Z,(ACT 5.9 review) Artifact must reference the run that produced it. Covered by DOC-CLAIM-0004 data model provenance claim (ACT 5.9 review).
DOC-CAND-661c3778d89b,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: docs/data-model/artifacts.md
DOC-CAND-eff09de83b3b,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: docs/data-model/incidents.md
DOC-CAND-fb32c62643af,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: docs/data-model/next-check-mapping.md
DOC-CAND-20d4d20d2156,ignored_by_policy,,,generated_from_heading,2026-06-20T10:15:00Z,"Heading or list item from docs/data-model/next-checks.md; structural element, not prose claim (ACT 5.4 review)."
DOC-CAND-cad7cf88d04f,ignored_by_policy,,,policy_statement,2026-06-20T18:00Z,"Required check field specification. Schema/data-model policy, not a standalone behavioral claim (ACT 5.12 review)"
DOC-CAND-1749a5a48cef,ignored_by_policy,,,low_value_context,2026-06-20T06:08:33Z,"Table header/column label from docs/data-model/review-packets.md, not a tracked behavioral invariant (ACT 5.2 review)."
DOC-CAND-ff65154ac95c,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: docs/doctrine/beta-real-incident-validation.md
DOC-CAND-46fd8cf794e3,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: docs/doctrine/beta-real-incident-validation.md
DOC-CAND-5906b02c1764,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: docs/doctrine/beta-real-incident-validation.md
DOC-CAND-9aac5fd2b133,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: docs/doctrine/beta-real-incident-validation.md
DOC-CAND-6179cc54d946,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: docs/doctrine/documentation-truthfulness.md
DOC-CAND-ce9e7775f2b5,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: docs/doctrine/seed_rules.md
DOC-CAND-bfd0bbaf8436,historical,,,historical_doc,2026-06-19,From historical doc: docs/gate-timings-history-1.md
DOC-CAND-bf6b0d680c29,ignored_by_policy,,,policy_statement,2026-06-20T18:00Z,"(ACT 5.9 review) Gate timing documentation policy. Meta-documentation about gate performance, not a system behavioral claim (ACT 5.9 review)."
DOC-CAND-06f394b177c8,stale,,,stale_doc,2026-06-19,From stale doc: docs/harbor-publishing.md
