candidate_id,disposition,claim_id,covered_by_claim_id,reason_code,reviewed_at,reviewer_notes
DOC-CAND-68753c82f6cd,covered_by_existing_claim,,DOC-CLAIM-0059,covered_by_broader_claim,2026-06-19,Duplicate of DOC-CAND-fb097bff7fb5; both from README.md:88/261; no autonomous mutation covered by DOC-CLAIM-0059
DOC-CAND-700cf506a2a2,stale,,,stale_doc,2026-06-19,From stale doc: docs/agent-docs-audit.md
DOC-CAND-57553b52a991,stale,,,stale_doc,2026-06-19,From stale doc: docs/agent-docs-audit.md
DOC-CAND-52ed03ec77c6,stale,,,stale_doc,2026-06-19,From stale doc: docs/artifact-immutability-audit.md
DOC-CAND-882c3eb91862,stale,,,stale_doc,2026-06-19,From stale doc: docs/artifact-immutability-audit.md
DOC-CAND-83879475ebe3,stale,,,stale_doc,2026-06-19,From stale doc: docs/artifact-immutability-audit.md
DOC-CAND-481ad1b80921,stale,,,stale_doc,2026-06-19,From stale doc: docs/artifact-immutability-audit.md
DOC-CAND-8bd82c4b635d,stale,,,stale_doc,2026-06-19,From stale doc: docs/artifact-immutability-audit.md
DOC-CAND-5edcb2dcb83d,registered_existing_claim,DOC-CLAIM-0021,,already_registered,2026-06-19,Already registered to DOC-CLAIM-0021
DOC-CAND-46a8e40e8aff,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: docs/auth.md
DOC-CAND-d754125e8bfa,historical,,,historical_doc,2026-06-19,From historical doc: docs/beta-demo-readiness-checklist.md
DOC-CAND-dd00a83d4c81,historical,,,historical_doc,2026-06-19,From historical doc: docs/beta-demo-readiness-checklist.md
DOC-CAND-c49f7f707e2d,historical,,,historical_doc,2026-06-19,From historical doc: docs/beta-stakeholder-demo-script.md
DOC-CAND-58abecc0f5de,historical,,,historical_doc,2026-06-19,From historical doc: docs/beta-stakeholder-demo-script.md
DOC-CAND-23fbd7b4975e,historical,,,historical_doc,2026-06-19,From historical doc: docs/beta-stakeholder-demo-script.md
DOC-CAND-713f07159d78,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: docs/ci-gate-drift.md
DOC-CAND-4f33265fef4d,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: docs/coverage.md
DOC-CAND-351544bd88c3,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: docs/coverage.md
DOC-CAND-2f2da3679a3c,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: docs/coverage.md
DOC-CAND-8c45f0762012,covered_by_existing_claim,,DOC-CLAIM-0016,covered_by_broader_claim,2026-06-20,ACT 3.5: Pack ZIPs immutable; covered by DOC-CLAIM-0016
DOC-CAND-690ffd6d8d06,ignored_by_policy,,,low_value_context,2026-06-19,"Low-value prose fragment from docs/data-model/incidents.md: schema field description, state field not an invariant (ACT 5.0 review)."
