candidate_id,disposition,claim_id,covered_by_claim_id,reason_code,reviewed_at,reviewer_notes
DOC-CAND-c3939db8f885,covered_by_existing_claim,,DOC-CLAIM-0059,covered_by_broader_claim,2026-06-19,Product description with embedded safety claim (without autonomous cluster mutation); safety part covered by DOC-CLAIM-0059
DOC-CAND-9c1ae2c4b94b,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: README.md
DOC-CAND-a66f11ba1448,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: README.md
DOC-CAND-539d2f9e9982,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: README.md
DOC-CAND-9a781b460a24,stale,,,stale_doc,2026-06-19,From stale doc: docs/agent-docs-audit.md
DOC-CAND-dfcdebd82d57,stale,,,stale_doc,2026-06-19,From stale doc: docs/agent-docs-audit.md
DOC-CAND-f14d0c881845,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: docs/agent-run-review-template.md
DOC-CAND-9cae35610780,stale,,,stale_doc,2026-06-19,From stale doc: docs/alertmanager-source-distinction-audit.md
DOC-CAND-665509ac87a5,stale,,,stale_doc,2026-06-19,From stale doc: docs/alertmanager-source-distinction-audit.md
DOC-CAND-81f06ba63c15,stale,,,stale_doc,2026-06-19,From stale doc: docs/artifact-immutability-audit.md
DOC-CAND-f3ead0b7f699,stale,,,stale_doc,2026-06-19,From stale doc: docs/artifact-immutability-audit.md
DOC-CAND-52ca345bc891,stale,,,stale_doc,2026-06-19,From stale doc: docs/artifact-immutability-audit.md
DOC-CAND-b7853fb3a83a,stale,,,stale_doc,2026-06-19,From stale doc: docs/artifact-immutability-audit.md
DOC-CAND-46c637d7a2b9,historical,,,historical_doc,2026-06-19,From historical doc: docs/beta-demo-readiness-checklist.md
DOC-CAND-e7f88609eff9,historical,,,historical_doc,2026-06-19,From historical doc: docs/beta-demo-readiness-checklist.md
DOC-CAND-f39aff798f24,historical,,,historical_doc,2026-06-19,From historical doc: docs/beta-release-notes.md
DOC-CAND-c87292d4dcc0,historical,,,historical_doc,2026-06-19,From historical doc: docs/beta-release-notes.md
DOC-CAND-2ac869eab644,historical,,,historical_doc,2026-06-19,From historical doc: docs/beta-release-notes.md
DOC-CAND-01c2530ae22c,historical,,,historical_doc,2026-06-19,From historical doc: docs/beta-stakeholder-demo-script.md
DOC-CAND-a9566bd142f3,registered_existing_claim,DOC-CLAIM-0036,,already_registered,2026-06-19,Already registered to DOC-CLAIM-0036
DOC-CAND-5b5e66250784,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: docs/ci-gate-drift.md
DOC-CAND-6452a4b356a9,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: docs/data-model/alertmanager-sources.md
DOC-CAND-c77309b88a74,covered_by_existing_claim,,DOC-CLAIM-0051,covered_by_broader_claim,2026-06-20,ACT 3.5: Per-run overrides not authoritative; covered by DOC-CLAIM-0051
DOC-CAND-06e196d4aba6,ignored_by_policy,,,generated_from_table_fragment,2026-06-20T10:15:00Z,Table cell/row fragment from docs/data-model/artifacts.md; column enumeration not a standalone behavioral claim (ACT 5.4 review).
DOC-CAND-13463fe2910c,registered_existing_claim,DOC-CLAIM-0058,,already_registered,2026-06-19,Already registered to DOC-CLAIM-0058
