candidate_id,doc_path,line_number,anchor,candidate_text,detected_claim_types,detection_rules,doc_class,truth_status,claim_trace_required,candidate_severity,registered_claim_id,registration_status,notes
DOC-CAND-5ee56baffc22,docs/seam-map-review-artifact.md,3,line-3,Status: Already extracted (no further action needed),data_model,data_model,architecture,stale,false,medium,,ignored_stale,
DOC-CAND-4d7543cdb4b3,docs/seam-map-review-artifact.md,11,line-11,The review artifact seam is already extracted.,data_model,data_model,architecture,stale,false,medium,,ignored_stale,
DOC-CAND-550ac12685a1,docs/seam-map-review-artifact.md,60,line-60,2. Write review artifact to {runid}-review.json,data_model,data_model,architecture,stale,false,medium,,ignored_stale,
DOC-CAND-767f9108e4fc,docs/seam-map-review-artifact.md,86,line-86,"| runid | self.runid | Artifact naming, logging |",data_model,data_model,architecture,stale,false,medium,,ignored_stale,
DOC-CAND-c89c591cb0a0,docs/seam-map-review-artifact.md,93,line-93,| directories | method param | Artifact output paths |,data_model,data_model,architecture,stale,false,medium,,ignored_stale,
DOC-CAND-b057cefd9993,docs/seam-map-review-artifact.md,103,line-103,- No state mutation beyond logging,security|data_model,security|data_model,architecture,stale,false,high,,ignored_stale,
DOC-CAND-71896ee9aa3c,docs/seam-map-review-artifact.md,112,line-112,- Payload: Dict from buildhealthreview(...).todict(),api_contract,api_contract,architecture,stale,false,medium,,ignored_stale,
DOC-CAND-10b85e1708c0,docs/seam-map-review-artifact.md,118,line-118,- Payload: Dict from HealthProposal.todict() with validator check,api_contract,api_contract,architecture,stale,false,medium,,ignored_stale,
DOC-CAND-3e750b0999cc,docs/seam-map-review-artifact.md,161,line-161,- tests/unit/testreviewartifactidentity.py - Review artifact ID tests,data_model,data_model,architecture,stale,false,medium,,ignored_stale,
DOC-CAND-d0ffa491b368,docs/seam-map-review-artifact.md,162,line-162,- tests/unit/testproposalartifactidentity.py - Proposal artifact ID tests,data_model,data_model,architecture,stale,false,medium,,ignored_stale,
DOC-CAND-d62c0752d783,docs/seam-map-review-artifact.md,202,line-202,- [x] Review artifact helper extracted to loopreviewpipeline.py,data_model,data_model,architecture,stale,false,medium,,ignored_stale,
DOC-CAND-28e030bfce72,docs/seam-map-vmalert-discovery.md,1,line-1,Seam Map: VMAlert Discovery and Rule-State,data_model,data_model,architecture,stale,false,medium,,ignored_stale,
DOC-CAND-c339a8d99881,docs/seam-map-vmalert-discovery.md,5,line-5,The VMAlert discovery and rule-state seams are already extracted.,data_model,data_model,architecture,stale,false,medium,,ignored_stale,
DOC-CAND-c2ad94fc3fc8,docs/seam-map-vmalert-discovery.md,91,line-91,"Pattern: Sequential, discovery before rule-state. Rule-state reads the inventory stored by discovery.",data_model,data_model,architecture,stale,false,medium,,ignored_stale,
DOC-CAND-6c62bf7c6e7f,docs/seam-map-vmalert-discovery.md,131,line-131,Rule-State Tests (tests/unit/testloopvmalertrulestate.py),data_model,data_model,architecture,stale,false,medium,,ignored_stale,
DOC-CAND-42da87671774,docs/seam-map-vmalert-discovery.md,132,line-132,"- Coverage for collection, artifact writing, and error handling",data_model|ci_gate,data_model|ci_gate,architecture,stale,false,medium,,ignored_stale,
DOC-CAND-3950202ef863,docs/seam-map-vmalert-discovery.md,144,line-144,2. Alertmanager snapshot collection wrapper (runalertmanagersnapshotcollection at lines 1421-1444),data_model,data_model,architecture,stale,false,medium,,ignored_stale,
DOC-CAND-60104e3cafcd,docs/seam-map-vmalert-discovery.md,161,line-161,- [x] Test coverage identified,ci_gate,ci_gate,architecture,stale,false,medium,,ignored_stale,
DOC-CAND-20957fde1510,docs/security/api-security-audit.md,5,line-5,"Objective: Audit mutation surfaces, authorization assumptions, CSRF risks, and trust boundaries",security,security,reference,historical,false,high,,ignored_historical,
DOC-CAND-387bf3fcc0a0,docs/security/api-security-audit.md,13,line-13,| Method | Path | Handler | Request Params | Notes |,api_contract,api_contract,reference,historical,false,medium,,ignored_historical,
DOC-CAND-0e3864a8aa5a,docs/security/api-security-audit.md,15,line-15,"| GET | /api/runs | serverreads.handleapi | limit, includestatus, includeexpensive | Returns runs list with optional batch eligibility |",api_contract,api_contract,reference,historical,false,medium,,ignored_historical,
DOC-CAND-f600ee2450b5,docs/security/api-security-audit.md,16,line-16,"| GET | /api/notifications | serverreads.handleapi | kind, clusterlabel, search, limit, page | Notification query with caching |",api_contract,api_contract,reference,historical,false,medium,,ignored_historical,
DOC-CAND-1d0b77fbda10,docs/security/api-security-audit.md,17,line-17,"| GET | /api/run | serverreads.handleapi | runid (query param) | Full run payload, uses mtime-based caching |",api_contract,api_contract,reference,historical,false,medium,,ignored_historical,
