candidate_id,doc_path,line_number,anchor,candidate_text,detected_claim_types,detection_rules,doc_class,truth_status,claim_trace_required,candidate_severity,registered_claim_id,registration_status,notes
DOC-CAND-e0020bc62000,docs/security/llm-prompt-security-audit.md,513,line-513,| REM-P5 | Add schema validation for cluster data before prompts | 3 days | Backend | Fuzz test with malformed data |,data_model,data_model,reference,historical,false,medium,,ignored_historical,
DOC-CAND-690074afb58e,docs/security/llm-prompt-security-audit.md,514,line-514,| REM-P6 | Add audit logging of all prompts sent to LLM | 2 days | Backend | Log review verification |,ci_gate,ci_gate,reference,historical,false,medium,,ignored_historical,
DOC-CAND-b85e339ebbc2,docs/security/llm-prompt-security-audit.md,520,line-520,| REM-P7 | Add injection detection patterns beyond credentials | 1 week | Backend | Red team test suite |,security,security,reference,historical,false,high,,ignored_historical,
DOC-CAND-8bc12525616f,docs/security/llm-prompt-security-audit.md,531,line-531,| testpromptssanitizecredential | Path 1 | Cluster with bearer token in labels | Token redacted in prompt |,security,security,reference,historical,false,high,,ignored_historical,
DOC-CAND-33207f5d3312,docs/security/llm-prompt-security-audit.md,533,line-533,| testreviewenrichmentsanitizecredential | Path 3 | Review JSON with bearer token | Token redacted in prompt |,security,security,reference,historical,false,high,,ignored_historical,
DOC-CAND-18c113ec555b,docs/security/llm-prompt-security-audit.md,549,line-549,| testinjectionviaevents | Path 2 | Event with injected prompt in message | Injection detected/redacted |,security,security,reference,historical,false,high,,ignored_historical,
DOC-CAND-501fc6a748b6,docs/security/llm-prompt-security-audit.md,550,line-550,| testinjectionviadescriptions | Path 2 | Pod description with injected prompt | Injection detected/redacted |,security,security,reference,historical,false,high,,ignored_historical,
DOC-CAND-8e44de55c2fb,docs/security/llm-prompt-security-audit.md,551,line-551,| testinjectionviareview | Path 3 | Review JSON with injected prompt | Injection detected/redacted |,security,security,reference,historical,false,high,,ignored_historical,
DOC-CAND-0c594ae2f168,docs/security/llm-prompt-security-audit.md,552,line-552,| testinjectionjsondelimiters | All | JSON with delimiters separating sections | Delimiters preserved; injection blocked |,security,security,reference,historical,false,high,,ignored_historical,
DOC-CAND-61adc6f0d208,docs/security/llm-prompt-security-audit.md,578,line-578,| Q-P1 | Should cluster metadata be anonymized in ALL contexts (including local debugging)? | Affects anonymization scope | YES |,normative,normative,reference,historical,false,medium,,ignored_historical,
DOC-CAND-c8b118b36c1a,docs/security/llm-prompt-security-audit.md,580,line-580,| Q-P3 | Should Path 3 be refactored to use structured prompts like Paths 1-2? | Affects implementation approach | NO |,normative,normative,reference,historical,false,medium,,ignored_historical,
DOC-CAND-68bdffb47e52,docs/security/operator-auth-design.md,1,line-1,Operator Authentication Design (API-R3),security,security,design_proposal,current,true,high,,unregistered,
DOC-CAND-95d452057be3,docs/security/operator-auth-design.md,4,line-4,"Parent Risk: AU-03 - ""No authentication layer on POST mutation endpoints""",security|api_contract,security|api_contract,design_proposal,current,true,high,,unregistered,
DOC-CAND-2b256d9d93a2,docs/security/operator-auth-design.md,6,line-6,Status: Design Document - Implementation Pending,data_model,data_model,design_proposal,current,true,medium,,unregistered,
DOC-CAND-8f27f6e4609a,docs/security/operator-auth-design.md,15,line-15,- Default bind: 127.0.0.1:8080 (localhost-only) ✅,normative|config,normative|config,design_proposal,current,true,medium,,unregistered,
DOC-CAND-9fda3bf6673f,docs/security/operator-auth-design.md,19,line-19,- API-R2: Origin/Referer CSRF guard implemented ✅,security,security,design_proposal,current,true,high,,unregistered,
DOC-CAND-db442ad71ca6,docs/security/operator-auth-design.md,25,line-25,> Any client that can reach the server can mutate state.,data_model,data_model,design_proposal,current,true,medium,,unregistered,
DOC-CAND-938fac38552e,docs/security/operator-auth-design.md,35,line-35,- localhost-first operator workflow: Primary use case is local access,ci_gate,ci_gate,design_proposal,current,true,medium,,unregistered,
DOC-CAND-8e0f0d1516e7,docs/security/operator-auth-design.md,37,line-37,- minimal complexity for local dev: Must not break python -m k8sdiagagent health-ui,normative,normative,design_proposal,current,true,medium,,unregistered,
DOC-CAND-974c6b0e23f5,docs/security/operator-auth-design.md,47,line-47,| Deployment Mode | Default Host | Port | Network Exposure | Auth Required |,normative|config,normative|config,design_proposal,current,true,medium,,unregistered,
DOC-CAND-77372eb4c6a8,docs/security/operator-auth-design.md,49,line-49,| CLI local dev | 127.0.0.1 | 8080 | Localhost only | None (safe) |,normative,normative,design_proposal,current,true,medium,,unregistered,
DOC-CAND-079325a6b902,docs/security/operator-auth-design.md,76,line-76,Gap: No auth token configuration option,security,security,design_proposal,current,true,high,,unregistered,
DOC-CAND-543e538a0bcf,docs/security/operator-auth-design.md,92,line-92,3. Authentication Model Evaluation,security,security,design_proposal,current,true,high,,unregistered,
DOC-CAND-cc80dde2f6b1,docs/security/operator-auth-design.md,94,line-94,3.1 Option A: Localhost-Only with Unsafe-Expose Mode,normative,normative,design_proposal,current,true,medium,,unregistered,
DOC-CAND-aa3701a81cbf,docs/security/operator-auth-design.md,96,line-96,Description: Keep localhost binding as the only safe option. Any non-localhost binding requires explicit --unsafe-bind flag and prints security warning.,normative|config,normative|config,design_proposal,current,true,medium,,unregistered,
DOC-CAND-350da2f3341c,docs/security/operator-auth-design.md,101,line-101,| Operator UX | LOW - Additional flag required for remote access |,normative|config,normative|config,design_proposal,current,true,medium,,unregistered,
DOC-CAND-0e4de5fa1a74,docs/security/operator-auth-design.md,102,line-102,| CI/Test Impact | LOW - No changes needed |,ci_gate,ci_gate,design_proposal,current,true,medium,,unregistered,
DOC-CAND-b98c13691154,docs/security/operator-auth-design.md,103,line-103,| Helm Impact | MEDIUM - Must change default to 127.0.0.1 or require --unsafe-bind |,normative|config,normative|config,design_proposal,current,true,medium,,unregistered,
DOC-CAND-0967c68c724a,docs/security/operator-auth-design.md,104,line-104,| Local Dev Compatibility | HIGH - Default works unchanged |,config,config,design_proposal,current,true,low,,unregistered,
DOC-CAND-a2ee10530447,docs/security/operator-auth-design.md,105,line-105,| GET Protection | No (only enforces explicit opt-in for exposure) |,normative|api_contract,normative|api_contract,design_proposal,current,true,medium,,unregistered,
DOC-CAND-183d31ce1a8c,docs/security/operator-auth-design.md,106,line-106,| POST Protection | No (only enforces explicit opt-in for exposure) |,normative|api_contract,normative|api_contract,design_proposal,current,true,medium,,unregistered,
