candidate_id,doc_path,line_number,anchor,candidate_text,detected_claim_types,detection_rules,doc_class,truth_status,claim_trace_required,candidate_severity,registered_claim_id,registration_status,notes
DOC-CAND-93839672ff8a,docs/security-subprocess-audit.md,16,line-16,| health/loopalertmanagersnapshot.py | subprocess.Popen (reference) | N/A (callback only) | reviewed-safe |,normative,normative,reference,historical,false,medium,,ignored_historical,
DOC-CAND-1ec5cd67ebd8,docs/security-subprocess-audit.md,27,line-27,"| health/loop.py | 3451 | stdout=subprocess.DEVNULL | FIXED - stdout only, not stderr |",normative,normative,reference,historical,false,medium,,ignored_historical,
DOC-CAND-dd9b8d3f1796,docs/security-subprocess-audit.md,29,line-29,"Finding: Only one DEVNULL usage remains, and it discards stdout (not stderr), which is acceptable for port-forward where we don't need port output.",normative,normative,reference,historical,false,medium,,ignored_historical,
DOC-CAND-cd331af3b5a8,docs/security-subprocess-audit.md,41,line-41,Status: ✅ USED - wired into health/loop.py port-forward failure path,data_model,data_model,reference,historical,false,medium,,ignored_historical,
DOC-CAND-a6ce889a69b2,docs/security-subprocess-audit.md,85,line-85,"2. Secret pattern redaction: Arguments matching patterns (--token, --bearer, --password, --secret, --credentials, --kubeconfig, --auth) are redacted in command summaries",security|config,security|config,reference,historical,false,high,,ignored_historical,
DOC-CAND-5350c88bd716,docs/security-subprocess-audit.md,112,line-112,- [x] Fix communicate-before-kill lifecycle bug,data_model,data_model,reference,historical,false,medium,,ignored_historical,
DOC-CAND-825ea375d18a,docs/self-contained-constraint.md,1,line-1,Self-Contained k9b-Only Constraint,normative,normative,doctrine,current,false,medium,,unregistered,
DOC-CAND-0ef0bd2b52bb,docs/self-contained-constraint.md,3,line-3,Status: Active constraint for incident investigation workflow,data_model|ci_gate,data_model|ci_gate,doctrine,current,false,medium,,unregistered,
DOC-CAND-b92761e5e1d9,docs/self-contained-constraint.md,10,line-10,The complete incident investigation workflow must run inside k9b itself:,normative|data_model|ci_gate,normative|data_model|ci_gate,doctrine,current,false,medium,,unregistered,
DOC-CAND-30d85166d771,docs/self-contained-constraint.md,18,line-18,- External artifact massaging required,normative|data_model,normative|data_model,doctrine,current,false,medium,,unregistered,
DOC-CAND-287c5d3cb8ce,docs/self-contained-constraint.md,29,line-29,"The ""LLM packet for Cline"" is only an intermediate scaffold, not final product behavior. External tools may be used during development, but the shipped operator workflow must be:",normative|ci_gate,normative|ci_gate,doctrine,current,false,medium,,unregistered,
DOC-CAND-df80dfaa7db2,docs/self-contained-constraint.md,31,line-31,UI → k9b backend → k9b evidence capture → k9b review/analysis → k9b incident report,data_model,data_model,doctrine,current,false,medium,,unregistered,
DOC-CAND-7f2e4e61e20a,docs/self-contained-constraint.md,39,line-39,- [x] Incident review packet generator (incidentreviewpacket.py),data_model,data_model,doctrine,current,false,medium,,unregistered,
DOC-CAND-00831e21d443,docs/self-contained-constraint.md,40,line-40,- [x] API endpoint for packet generation (/api/incidents/review-packet),api_contract,api_contract,doctrine,current,false,medium,,unregistered,
DOC-CAND-72b358b49aec,docs/self-contained-constraint.md,46,line-46,- [x] Error field in API response contract,api_contract|data_model,api_contract|data_model,doctrine,current,false,medium,,unregistered,
DOC-CAND-e1e4cf92e5fb,docs/self-contained-constraint.md,57,line-57,The current collector (incidentcollectors.py) shells out to kubectl via subprocess. This is acceptable only as temporary scaffolding until replaced with in-process Kubernetes API access.,normative,normative,doctrine,current,false,medium,,unregistered,
DOC-CAND-78b5abe75006,docs/self-contained-constraint.md,59,line-59,Required for next ACT: Replace kubectl subprocess calls with Kubernetes client library calls using the existing k9b Kubernetes access/client abstraction.,normative,normative,doctrine,current,false,medium,,unregistered,
DOC-CAND-135b23295afd,docs/self-contained-constraint.md,74,line-74,- Self-contained k9b-only constraint statement,normative,normative,doctrine,current,false,medium,,unregistered,
DOC-CAND-6a57e9eed6db,docs/self-contained-constraint.md,85,line-85,1. Evidence is NOT root cause - Do NOT treat evidence as proven root cause,normative,normative,doctrine,current,false,medium,,unregistered,
DOC-CAND-3618d847e603,docs/self-contained-constraint.md,88,line-88,4. Do NOT invent missing evidence,normative,normative,doctrine,current,false,medium,,unregistered,
DOC-CAND-bf0ef3082227,docs/self-contained-constraint.md,90,line-90,6. No autonomous diagnosis - All remediation requires operator confirmation,normative,normative,doctrine,current,false,medium,,unregistered,
DOC-CAND-2e9462fb175f,docs/self-contained-constraint.md,119,line-119,"Expected result: All 35 packet tests pass, full gate passes",ci_gate,ci_gate,doctrine,current,false,medium,,unregistered,
DOC-CAND-bbdabab9f21f,docs/templates/release-certification.md,34,line-34,This release is certified only for the behavior verified above. Anything not listed is not implied to be verified.,normative,normative,runbook,current,false,medium,,unregistered,
