candidate_id,doc_path,line_number,anchor,candidate_text,detected_claim_types,detection_rules,doc_class,truth_status,claim_trace_required,candidate_severity,registered_claim_id,registration_status,notes
DOC-CAND-8c5f89ee1f76,docs/reports/diagnostic-loop-audit-evidence.md,115,line-115,2. Validate command tokens (no injection),security,security,reference,historical,false,high,,ignored_historical,
DOC-CAND-2d9fb92daf46,docs/reports/diagnostic-loop-audit-evidence.md,116,line-116,3. Run via subprocess with 45-second timeout,performance,performance,reference,historical,false,low,,ignored_historical,
DOC-CAND-27423a73919d,docs/reports/diagnostic-loop-audit-evidence.md,128,line-128,Status: Full coverage. Execution artifacts written with complete provenance.,data_model|ci_gate,data_model|ci_gate,reference,historical,false,medium,,ignored_historical,
DOC-CAND-31f57ae56ab2,docs/reports/diagnostic-loop-audit-evidence.md,132,line-132,Segment 5: Execution Artifact Persistence — WORKING,data_model,data_model,reference,historical,false,medium,,ignored_historical,
DOC-CAND-10b7c84bd446,docs/reports/diagnostic-loop-audit-evidence.md,135,line-135,- src/k8sdiagagent/externalanalysis/artifact.py (359 lines),data_model,data_model,reference,historical,false,medium,,ignored_historical,
DOC-CAND-b8f72dc03455,docs/reports/diagnostic-loop-audit-evidence.md,162,line-162,Payload contents for execution artifacts:,api_contract,api_contract,reference,historical,false,medium,,ignored_historical,
DOC-CAND-31dcfb556e18,docs/reports/diagnostic-loop-audit-evidence.md,180,line-180,Status: Full coverage. Immutable artifacts with complete metadata.,data_model|source_of_truth|ci_gate,data_model|source_of_truth|ci_gate,reference,historical,false,high,,ignored_historical,
DOC-CAND-9ea8efff3acc,docs/reports/diagnostic-loop-audit-evidence.md,188,line-188,1. nextcheckplanner.py only uses enrichment artifact:,normative|data_model,normative|data_model,reference,historical,false,medium,,ignored_historical,
DOC-CAND-3c452408265b,docs/reports/diagnostic-loop-audit-evidence.md,198,line-198,"executionartifacts is used only for Alertmanager feedback suppression (run-scoped learning), not for diagnostic content integration.",normative,normative,reference,historical,false,medium,,ignored_historical,
DOC-CAND-63c8ae80d0fb,docs/reports/diagnostic-loop-audit-evidence.md,201,line-201,- resultdigest.py builds a compact digest from execution artifact,data_model,data_model,reference,historical,false,medium,,ignored_historical,
DOC-CAND-777830447fe6,docs/reports/diagnostic-loop-audit-evidence.md,202,line-202,"- But digest is only used for feedback adaptation, not for next-check planning input",normative,normative,reference,historical,false,medium,,ignored_historical,
