candidate_id,doc_path,line_number,anchor,candidate_text,detected_claim_types,detection_rules,doc_class,truth_status,claim_trace_required,candidate_severity,registered_claim_id,registration_status,notes
DOC-CAND-3a0aff24b3f4,docs/incidents/automatic-diagnosis-loop.md,15,line-15,Default is disabled for safety.,config,config,architecture,stale,false,low,,ignored_stale,
DOC-CAND-b8b80a79d7d9,docs/incidents/automatic-diagnosis-loop.md,21,line-21,"- Collector processes only eligible active incidents (OPEN, COLLECTINGEVIDENCE, INVESTIGATING)",normative,normative,architecture,stale,false,medium,,ignored_stale,
DOC-CAND-4980fc9158fd,docs/incidents/automatic-diagnosis-loop.md,22,line-22,"- Respects hard budget bounds: max 10 incidents/run, 1 pass/incident, 5 checks/pass",data_model|performance,data_model|performance,architecture,stale,false,medium,,ignored_stale,
DOC-CAND-7acef0167005,docs/incidents/automatic-diagnosis-loop.md,33,line-33,The automatic collector is read-only only:,normative,normative,architecture,stale,false,medium,,ignored_stale,
DOC-CAND-996cf34a8628,docs/incidents/automatic-diagnosis-loop.md,40,line-40,The review packet is evidence only - it must not be interpreted as permission to act.,normative,normative,architecture,stale,false,medium,,ignored_stale,
DOC-CAND-b670a41d963a,docs/incidents/automatic-diagnosis-loop.md,54,line-54,Review packet summaries are surfaced in the incident detail API response:,api_contract|data_model,api_contract|data_model,architecture,stale,false,medium,,ignored_stale,
DOC-CAND-fc642392af7b,docs/incidents/automatic-diagnosis-loop.md,91,line-91,The incident detail API projection:,data_model,data_model,architecture,stale,false,medium,,ignored_stale,
DOC-CAND-cbdb024a90ec,docs/incidents/automatic-diagnosis-loop.md,92,line-92,- Exposes metadata only (not raw packet contents),normative,normative,architecture,stale,false,medium,,ignored_stale,
DOC-CAND-9e3d3191d19e,docs/incidents/automatic-diagnosis-loop.md,93,line-93,- Shows artifact filename only (not absolute paths),normative|data_model,normative|data_model,architecture,stale,false,medium,,ignored_stale,
DOC-CAND-5e329a601d81,docs/incidents/automatic-diagnosis-loop.md,96,line-96,- reviewrequiredbeforeanyaction is always true,normative,normative,architecture,stale,false,medium,,ignored_stale,
DOC-CAND-a4d46998f76e,docs/incidents/automatic-diagnosis-loop.md,97,line-97,- noremediationattempted is always true,normative,normative,architecture,stale,false,medium,,ignored_stale,
DOC-CAND-e8318a307020,docs/incidents/automatic-diagnosis-loop.md,112,line-112,- automaticdiagnosisenabled flag,config,config,architecture,stale,false,low,,ignored_stale,
DOC-CAND-cac093b72aec,docs/incidents/automatic-diagnosis-loop.md,116,line-116,No raw case files or artifact contents are logged.,data_model,data_model,architecture,stale,false,medium,,ignored_stale,
DOC-CAND-40a199e05fbe,docs/incidents/automatic-diagnosis-loop.md,120,line-120,Incident detail provides a bounded handoff endpoint for the latest automatic diagnosis review packet.,api_contract|data_model,api_contract|data_model,architecture,stale,false,medium,,ignored_stale,
DOC-CAND-8bd25a47a641,docs/incidents/automatic-diagnosis-loop.md,159,line-159,- Provides metadata-only read-only content (not raw packet contents),normative,normative,architecture,stale,false,medium,,ignored_stale,
DOC-CAND-47581e245660,docs/incidents/automatic-diagnosis-loop.md,160,line-160,- Shows artifact filename only (not absolute paths),normative|data_model,normative|data_model,architecture,stale,false,medium,,ignored_stale,
DOC-CAND-be2d23be2128,docs/incidents/automatic-diagnosis-loop.md,163,line-163,- Explicit read-only/review-required/no-remediation language,normative,normative,architecture,stale,false,medium,,ignored_stale,
DOC-CAND-22a4223f9e0f,docs/incidents/automatic-diagnosis-loop.md,164,line-164,- Content SHA256 for integrity verification,ci_gate,ci_gate,architecture,stale,false,medium,,ignored_stale,
DOC-CAND-b06ecd0288ed,docs/incidents/automatic-diagnosis-loop.md,168,line-168,"The incident detail UI includes a ""Copy review packet"" control that:",data_model,data_model,architecture,stale,false,medium,,ignored_stale,
DOC-CAND-ae913d2b181e,docs/incidents/automatic-diagnosis-loop.md,169,line-169,- Fetches the handoff endpoint,api_contract,api_contract,architecture,stale,false,medium,,ignored_stale,
DOC-CAND-ca8895f53b6c,docs/logging-policy.md,3,line-3,"This policy turns the existing observability posture for the health/review/adaptation workflow into a concrete logging standard. Logs exist to document what the health loop, drilldown collection, review/scoring, proposal generation/promotion, and scheduler/operator scripts knew, when they knew it, and how to correlate back to run artifacts without guessing.",ci_gate,ci_gate,doctrine,current,false,medium,,unregistered,
DOC-CAND-7f5220e40b02,docs/logging-policy.md,21,line-21,Every structured log entry that feeds the health review pipeline should include at least the following:,normative,normative,doctrine,current,false,medium,,unregistered,
DOC-CAND-8348c3b383bb,docs/logging-policy.md,25,line-25,"3. severity – one of DEBUG, INFO, WARNING, ERROR, CRITICAL. Always uppercase.",normative,normative,doctrine,current,false,medium,,unregistered,
DOC-CAND-e5533ad1c2d1,docs/logging-policy.md,29,line-29,Other metadata fields should be present when they help correlate artifacts (see the next section).,normative,normative,doctrine,current,false,medium,,unregistered,
DOC-CAND-487d1dcc0274,docs/logging-policy.md,33,line-33,- DEBUG: low-value breadcrumbs for local development (not required in production logs).,normative,normative,doctrine,current,false,medium,,unregistered,
DOC-CAND-e8a9c4ab8767,docs/logging-policy.md,34,line-34,"- INFO: normal lifecycle transitions (scheduler start/stop, run-health-loop invocation, review summary, proposal creation).",data_model,data_model,doctrine,current,false,medium,,unregistered,
DOC-CAND-4361c730b179,docs/logging-policy.md,37,line-37,"- CRITICAL: catastrophic conditions that should trigger operator alerting (data corruption, repeated health loop crashes, lost history store). Reserve for non-recoverable states.",normative,normative,doctrine,current,false,medium,,unregistered,
DOC-CAND-b4d5e6cb6b85,docs/logging-policy.md,41,line-41,"- Structured logs: use JSON lines or stable key-value payloads so downstream analysis can grep key=value instead of re-parsing transcripts. Always emit timestamp, component, severity, message, runlabel, and any available artifact correlation keys. Example: the scheduler now writes JSON entries into runs/health/scheduler.log, although stdout/stderr has become the primary stream for those entries.",normative|data_model,normative|data_model,doctrine,current,false,medium,,unregistered,
DOC-CAND-b12c267ef606,docs/logging-policy.md,42,line-42,"- Runtime JSON-only stream: the health scheduler and per-cluster health loop emit only structured JSON lines on stdout/stderr. Each iteration records creditable metadata (assessmentcount, healthycount, degradedcount, triggercount, drilldowncount, externalanalysiscount, runid, clusterlabel, etc.) so a reader can reconstruct the old text summaries without resorting to printed prose. Human-readable summaries belong to explicit review commands or UI surfaces that intentionally read the file-backed artifacts or health-summary results.",normative,normative,doctrine,current,false,medium,,unregistered,
DOC-CAND-0d8f246bf6da,docs/logging-policy.md,43,line-43,"- Human logs: CLI output and print() statements stay terse, summary-focused, and optional (--quiet). Do not convert CLI summaries into source-of-truth logs; keep them as aids for live operators. When you add new CLI output, favor the existing formatsummary/formathealthsummary helpers so reviewers can parse the results by reading the artifact files instead of relying on transient text.",normative|data_model,normative|data_model,doctrine,current,false,medium,,unregistered,
DOC-CAND-87ab4111bd0f,docs/logging-policy.md,47,line-47,"- Streams first: operational logs flow to stdout/stderr by default. Treat them as event streams, and do not rely on repo-local log files as the primary sink. When emitstructuredlog is invoked without an explicit logpath, the output should go straight to the process streams; components may optionally duplicate entries into runs/health/.log when downstream consumers still expect those files.",normative|config,normative|config,doctrine,current,false,medium,,unregistered,
DOC-CAND-717bdc69726b,docs/logging-policy.md,49,line-49,- Exceptions must be explicit: any component still writing primarily to a repo-local log file must document the compatibility reason and confirm that stdout/stderr remains the main operational stream.,normative,normative,doctrine,current,false,medium,,unregistered,
