candidate_id,doc_path,line_number,anchor,candidate_text,detected_claim_types,detection_rules,doc_class,truth_status,claim_trace_required,candidate_severity,registered_claim_id,registration_status,notes
DOC-CAND-adc52dfcf522,docs/gate-timings-history-1.md,129,line-129,| Runner | Duration | Tests | Files | Command |,performance,performance,reference,historical,false,low,,ignored_historical,
DOC-CAND-fa528c9f5917,docs/gate-timings-history-1.md,131,line-131,| vitest run | ~14s (warm) / ~25s (cold) | 1626 | 81 | npm run test:ui |,ci_gate,ci_gate,reference,historical,false,medium,,ignored_historical,
DOC-CAND-900921510db0,docs/gate-timings-history-1.md,135,line-135,| Rank | File | Tests | Duration | Notes |,performance,performance,reference,historical,false,low,,ignored_historical,
DOC-CAND-eed4ac8afee2,docs/gate-timings-history-1.md,145,line-145,- 4124 lines (violates LLM-friendly 500-line threshold),ci_gate|performance,ci_gate|performance,reference,historical,false,medium,,ignored_historical,
DOC-CAND-ac6b7db46b96,docs/gate-timings-history-1.md,148,line-148,- Each waitFor with default polling interval adds latency,config|performance,config|performance,reference,historical,false,low,,ignored_historical,
DOC-CAND-e0f89ffa3f7a,docs/gate-timings-history-1.md,152,line-152,1. No fake timers in test setup (vitest.setup.ts only mocks localStorage),normative|ci_gate,normative|ci_gate,reference,historical,false,medium,,ignored_historical,
DOC-CAND-28dd0788e213,docs/gate-timings-history-1.md,165,line-165,Note: Vitest phase timings are aggregate worker timings and can exceed wall-clock duration. Use the top-level Duration field as elapsed runtime and phase timings as bottleneck signals.,data_model|ci_gate|performance,data_model|ci_gate|performance,reference,historical,false,medium,,ignored_historical,
DOC-CAND-cd5defe02983,docs/gate-timings-history-1.md,168,line-168,- Wall-clock Duration: 24.45s (actual elapsed time),performance,performance,reference,historical,false,low,,ignored_historical,
DOC-CAND-28445b4d3a08,docs/gate-timings-history-1.md,180,line-180,Sharding options (for CI parallelization),ci_gate,ci_gate,reference,historical,false,medium,,ignored_historical,
DOC-CAND-5c3db3e40b42,docs/gate-timings-history-1.md,182,line-182,1. File-level sharding: Divide 81 test files across N parallel vitest processes,ci_gate,ci_gate,reference,historical,false,medium,,ignored_historical,
DOC-CAND-4c9fcb18724a,docs/gate-timings-history-1.md,210,line-210,- Improvement: None (profiling-only ACT),normative,normative,reference,historical,false,medium,,ignored_historical,
