candidate_id,doc_path,line_number,anchor,candidate_text,detected_claim_types,detection_rules,doc_class,truth_status,claim_trace_required,candidate_severity,registered_claim_id,registration_status,notes
DOC-CAND-173e3128adc4,docs/data-model/incidents.md,57,line-57,| duplicateof | str \| None | ID of duplicate incident |,data_model,data_model,reference,current,true,medium,,unregistered,
DOC-CAND-5d57fb00a06c,docs/data-model/incidents.md,58,line-58,| resolvedat | datetime \| None | When incident was resolved |,data_model,data_model,reference,current,true,medium,,unregistered,
DOC-CAND-447ce25db445,docs/data-model/incidents.md,63,line-63,| Field | Type | Description |,data_model,data_model,reference,current,true,medium,,unregistered,
DOC-CAND-49a09e000a77,docs/data-model/incidents.md,76,line-76,| Field | Type | Description |,data_model,data_model,reference,current,true,medium,,unregistered,
DOC-CAND-bc9cb6cfb7f1,docs/data-model/incidents.md,78,line-78,| incidentid | str | Associated incident |,data_model,data_model,reference,current,true,medium,,unregistered,
DOC-CAND-a1de3577f81c,docs/data-model/incidents.md,79,line-79,| artifactid | str | ID of evidence artifact |,data_model,data_model,reference,current,true,medium,,unregistered,
DOC-CAND-20885ff04a4f,docs/data-model/incidents.md,80,line-80,"| role | EvidenceRole | PRIMARY, SUPPORTING, SNAPSHOT, REVIEWPACKET, DEBUG |",data_model,data_model,reference,current,true,medium,,unregistered,
DOC-CAND-80ded315808b,docs/data-model/incidents.md,85,line-85,| Field | Type | Description |,data_model,data_model,reference,current,true,medium,,unregistered,
DOC-CAND-a882ac5d7d03,docs/data-model/incidents.md,88,line-88,"| kind | EvidenceKind | SNAPSHOTBUNDLE, REVIEWPACKET, LOGEXCERPT, METRICWINDOW, TRACE, RUNSUMMARY, EXTERNALANALYSIS |",data_model,data_model,reference,current,true,medium,,unregistered,
DOC-CAND-615297300611,docs/data-model/incidents.md,89,line-89,| storageref | str | Reference to stored artifact |,data_model,data_model,reference,current,true,medium,,unregistered,
DOC-CAND-1f042a1c6d75,docs/data-model/incidents.md,91,line-91,| createdat | datetime | When artifact was created |,data_model,data_model,reference,current,true,medium,,unregistered,
DOC-CAND-7e2d1dfb19ae,docs/data-model/incidents.md,97,line-97,| Field | Type | Description |,data_model,data_model,reference,current,true,medium,,unregistered,
DOC-CAND-f3c345ac21f0,docs/data-model/incidents.md,99,line-99,"| status | ReviewPacketStatus | NOTGENERATED, GENERATING, AVAILABLE, FAILED |",data_model,data_model,reference,current,true,medium,,unregistered,
DOC-CAND-f95edb8b04ed,docs/data-model/incidents.md,100,line-100,| id | str \| None | Artifact ID (required for GENERATING/AVAILABLE) |,normative|data_model,normative|data_model,reference,current,true,medium,,unregistered,
DOC-CAND-62b5ed1716db,docs/data-model/incidents.md,108,line-108,| Field | Type | Description |,data_model,data_model,reference,current,true,medium,,unregistered,
DOC-CAND-10bd65c2895d,docs/data-model/incidents.md,111,line-111,| incidentid | str | Associated incident |,data_model,data_model,reference,current,true,medium,,unregistered,
DOC-CAND-2c97f2a5bc78,docs/data-model/incidents.md,134,line-134,- readyforreview should not be downgraded by a later bundle merge.,normative,normative,reference,current,true,medium,,unregistered,
DOC-CAND-00d5315491cb,docs/data-model/incidents.md,138,line-138,"This is a convenience pointer to the latest attached snapshot bundle, not the only evidence truth.",normative|data_model,normative|data_model,reference,current,true,medium,,unregistered,
DOC-CAND-bf0dc7f05e7c,docs/data-model/incidents.md,140,line-140,Evidence truth lives in the artifact store. latestsnapshotbundleid exists to help the UI display the most recent snapshot without scanning all evidence links.,data_model,data_model,reference,current,true,medium,,unregistered,
DOC-CAND-1fbc11a6d70b,docs/data-model/incidents.md,144,line-144,Events are append-only and represent historical facts.,normative|source_of_truth,normative|source_of_truth,reference,current,true,high,,unregistered,
DOC-CAND-3a85659b8930,docs/data-model/incidents.md,152,line-152,UI/API payloads for incident views are derived projections from the Incident aggregate and attached artifacts.,data_model,data_model,reference,current,true,medium,,unregistered,
DOC-CAND-faa7cf122bbd,docs/data-model/incidents.md,154,line-154,The Incident aggregate owns the truth; read models own convenience.,data_model,data_model,reference,current,true,medium,,unregistered,
DOC-CAND-495b3a0995fb,docs/data-model/incidents.md,158,line-158,- Incident does not replace immutable run artifacts,data_model|source_of_truth,data_model|source_of_truth,reference,current,true,high,,unregistered,
