candidate_id,disposition,claim_id,covered_by_claim_id,reason_code,reviewed_at,reviewer_notes
DOC-CAND-fef54ed3570f,stale,,,stale_doc,2026-06-19,From stale doc: docs/agent-docs-audit.md
DOC-CAND-20a06b5df6e0,stale,,,stale_doc,2026-06-19,From stale doc: docs/alertmanager-source-distinction-audit.md
DOC-CAND-8ead20e9e208,stale,,,stale_doc,2026-06-19,From stale doc: docs/alertmanager-source-distinction-audit.md
DOC-CAND-340dd6bd787b,stale,,,stale_doc,2026-06-19,From stale doc: docs/artifact-immutability-audit.md
DOC-CAND-f13c089abc7b,stale,,,stale_doc,2026-06-19,From stale doc: docs/artifact-immutability-audit.md
DOC-CAND-ea9bc1bcef69,registered_existing_claim,DOC-CLAIM-0019,,already_registered,2026-06-19,Already registered to DOC-CLAIM-0019
DOC-CAND-0e3943601880,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: docs/auth.md
DOC-CAND-c310631006f5,covered_by_existing_claim,,DOC-CLAIM-0028,covered_by_broader_claim,2026-06-20,ACT 3.5: Logout behavior; covered by DOC-CLAIM-0028 session invalidation
DOC-CAND-343dcc77d7c0,historical,,,historical_doc,2026-06-19,From historical doc: docs/beta-demo-readiness-checklist.md
DOC-CAND-0184cece175d,historical,,,historical_doc,2026-06-19,From historical doc: docs/beta-demo-readiness-checklist.md
DOC-CAND-e4791b9f92f7,historical,,,historical_doc,2026-06-19,From historical doc: docs/beta-operator-guide.md
DOC-CAND-ccf25381ae6f,historical,,,historical_doc,2026-06-19,From historical doc: docs/beta-operator-guide.md
DOC-CAND-2f5358ed9271,historical,,,historical_doc,2026-06-19,From historical doc: docs/beta-operator-guide.md
DOC-CAND-c342bacf0d40,historical,,,historical_doc,2026-06-19,From historical doc: docs/beta-operator-guide.md
DOC-CAND-5b5801e83ee6,historical,,,historical_doc,2026-06-19,From historical doc: docs/beta-operator-guide.md
DOC-CAND-7c7926a0ffaf,historical,,,historical_doc,2026-06-19,From historical doc: docs/beta-release-notes.md
DOC-CAND-8000ed643fae,historical,,,historical_doc,2026-06-19,From historical doc: docs/beta-release-notes.md
DOC-CAND-d0fbe28bc353,historical,,,historical_doc,2026-06-19,From historical doc: docs/beta-release-notes.md
DOC-CAND-da3696c53d42,historical,,,historical_doc,2026-06-19,From historical doc: docs/beta-stakeholder-demo-script.md
DOC-CAND-bcfa5287cf6b,covered_by_existing_claim,,DOC-CLAIM-0013,covered_by_broader_claim,2026-06-20,ACT 3.5: CI gate drift verifier purpose; covered by DOC-CLAIM-0013 manifest mapping
DOC-CAND-1d121b0550b3,registered_existing_claim,DOC-CLAIM-0037,,already_registered,2026-06-19,Already registered to DOC-CLAIM-0037
DOC-CAND-9361381d925b,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: docs/ci-gate-drift.md
DOC-CAND-db755caa2556,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: docs/coverage.md
DOC-CAND-b95774eeb69d,registered_existing_claim,DOC-CLAIM-0040,,already_registered,2026-06-19,Already registered to DOC-CLAIM-0040
DOC-CAND-e358ca5de092,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: docs/data-model/incident-report-quality.md
DOC-CAND-80ded315808b,ignored_by_policy,,,low_value_context,2026-06-20T06:08:33Z,"Table header/column label from docs/data-model/incidents.md, not a tracked behavioral invariant (ACT 5.2 review)."
DOC-CAND-212750e0af37,covered_by_existing_claim,,DOC-CLAIM-0065,covered_by_broader_claim,2026-06-20,ACT 3.5: Approval artifact claim; relates to DOC-CLAIM-0065 no autonomous mutation
DOC-CAND-1cab9be767e6,ignored_by_policy,,,low_value_context,2026-06-20T06:08:33Z,"Short prose fragment from docs/data-model/review-packets.md, not a tracked behavioral invariant (ACT 5.2 review)."
DOC-CAND-e7f559b9f2ef,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: docs/data-model.md
DOC-CAND-b962dbb88972,ignored_by_policy,,,not_a_claim,2026-06-20T18:00Z,"(ACT 5.9 review) sourceArtifactRefs must be real links or empty - identified gap (G7) in backlog marked as P3 Nice to Have. Design/future note, not current enforced behavior (ACT 5.9 review)."
DOC-CAND-a5c23983ff18,ignored_by_policy,,,non_normative_description,2026-06-20T08:09:45Z,Descriptive prose fragment from beta-real-incident-validation.md; not a standalone behavioral claim (ACT 5.6 review)
DOC-CAND-935407e13f7d,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: docs/doctrine/beta-real-incident-validation.md
DOC-CAND-e9ae72c06353,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: docs/doctrine/beta-real-incident-validation.md
DOC-CAND-14c6c0188962,ignored_by_policy,,,non_normative_description,2026-06-20T10:15:00Z,Short requirement fragment from docs/doctrine/beta-real-incident-validation.md; lacks standalone behavioral claim (ACT 5.4 review).
DOC-CAND-9291b46bdacb,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: docs/doctrine/constitution.md
DOC-CAND-6a1e45959c8d,ignored_by_policy,,,non_normative_description,2026-06-20T08:09:45Z,Descriptive prose fragment from documentation-truthfulness.md; not a standalone behavioral claim (ACT 5.6 review)
DOC-CAND-b4fbbd3c5036,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: docs/doctrine/documentation-truthfulness.md
DOC-CAND-9f436b1817ba,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: docs/doctrine/documentation-truthfulness.md
DOC-CAND-8990e17c4256,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: docs/doctrine/identity-primer.md (ACT 5.12 review)
DOC-CAND-2be741937bd2,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: docs/doctrine/llm-friendly-files.md
DOC-CAND-a3da48552a34,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: docs/doctrine/playbooks/design_review.md
DOC-CAND-da50a39d2c24,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: docs/doctrine/playbooks/redesign_staging.md
DOC-CAND-d32c3cf66f90,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: docs/doctrine/seed_rules.md
DOC-CAND-ab4a9bfc072f,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: docs/doctrine/seed_rules.md
DOC-CAND-622917a1ef9e,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: docs/frontend/elmish-controller-pattern.md
DOC-CAND-11e5373b2c4a,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: docs/frontend/elmish-controller-pattern.md
DOC-CAND-fa528c9f5917,historical,,,historical_doc,2026-06-19,From historical doc: docs/gate-timings-history-1.md
DOC-CAND-7ae69ed7d9b1,historical,,,historical_doc,2026-06-19,From historical doc: docs/gate-timings-history-2.md
DOC-CAND-57f642e867fd,historical,,,historical_doc,2026-06-19,From historical doc: docs/gate-timings-history-2.md
DOC-CAND-d884e2d9b4ac,stale,,,stale_doc,2026-06-19,From stale doc: docs/harbor-publishing.md
DOC-CAND-e4e0703c895c,stale,,,stale_doc,2026-06-19,From stale doc: docs/harbor-publishing.md
DOC-CAND-1de01f08883e,stale,,,stale_doc,2026-06-19,From stale doc: docs/post-beta-operator-feedback-and-live-integrations.md
DOC-CAND-4911a531014f,ignored_by_policy,,,low_value_context,2026-06-19,Low-value prose fragment from: docs/recent-runs-execution-debugging.md
DOC-CAND-6c0f136aca1f,historical,,,historical_doc,2026-06-19,From historical doc: docs/reports/app-tsx-source-map.md
DOC-CAND-403265dcda54,historical,,,historical_doc,2026-06-19,From historical doc: docs/reports/app-tsx-source-map.md
DOC-CAND-2a492b4138cb,stale,,,stale_doc,2026-06-19,From stale doc: docs/reports/current-agent-capabilities.md
DOC-CAND-ba5ce00970de,stale,,,stale_doc,2026-06-19,From stale doc: docs/reports/current-agent-capabilities.md
DOC-CAND-b8f72dc03455,historical,,,historical_doc,2026-06-19,From historical doc: docs/reports/diagnostic-loop-audit-evidence.md
DOC-CAND-006189b862a3,historical,,,historical_doc,2026-06-19,From historical doc: docs/reports/diagnostic-loop-audit.md
DOC-CAND-07ff040f8345,historical,,,historical_doc,2026-06-19,From historical doc: docs/reports/diagnostic-loop-audit.md
DOC-CAND-7d2c30ae250b,historical,,,historical_doc,2026-06-19,From historical doc: docs/reports/diagnostic-loop-audit.md
DOC-CAND-72ff9cb7be72,historical,,,historical_doc,2026-06-19,From historical doc: docs/reports/frontend-app-shell-extraction-plan.md
DOC-CAND-64a6d033fb89,historical,,,historical_doc,2026-06-19,From historical doc: docs/reports/health-assessment-remaining-seams.md
DOC-CAND-01360a99287e,historical,,,historical_doc,2026-06-19,From historical doc: docs/reports/health-loop-extraction-map.md
DOC-CAND-a219ec86cca8,historical,,,historical_doc,2026-06-19,From historical doc: docs/reports/health-loop-extraction-map.md
DOC-CAND-c94d1e3b10fa,historical,,,historical_doc,2026-06-19,From historical doc: docs/reports/health-loop-orchestration-seams.md
DOC-CAND-d378065baf7d,historical,,,historical_doc,2026-06-19,From historical doc: docs/reports/health-loop-orchestration-seams.md
DOC-CAND-212ab80669be,historical,,,historical_doc,2026-06-19,From historical doc: docs/reports/k8s-accelerator-real-cluster-demo-storyline-evidence.md
DOC-CAND-0eb3f4114616,historical,,,historical_doc,2026-06-19,From historical doc: docs/reports/llm-friendly-production-burn-down-closeout.md
DOC-CAND-1fec83c37ec0,historical,,,historical_doc,2026-06-19,From historical doc: docs/reports/security-audit-2026-05-31.md
