candidate_id,doc_path,line_number,anchor,candidate_text,detected_claim_types,detection_rules,doc_class,truth_status,claim_trace_required,candidate_severity,registered_claim_id,registration_status,notes
DOC-CAND-5ee6dce7ecf4,docs/auth.md,47,line-47,Use the helper script to generate a password hash:,security,security,reference,current,true,high,,unregistered,
DOC-CAND-f430ffc6d9ba,docs/auth.md,75,line-75,To disable authentication for local development:,security,security,reference,current,true,high,,unregistered,
DOC-CAND-49270e62d3b1,docs/auth.md,81,line-81,Warning: This is insecure for production use. Only use in development.,normative,normative,reference,current,true,medium,,unregistered,
DOC-CAND-472524b3ed09,docs/auth.md,85,line-85,The authentication system is designed with a clean seam for future enterprise authentication:,security,security,reference,current,true,high,,unregistered,
DOC-CAND-d106670a7737,docs/auth.md,111,line-111,1. Session layer stays the same: The session store and HttpOnly cookies can remain after OIDC integration,security,security,reference,current,true,high,,unregistered,
DOC-CAND-79faaf180701,docs/auth.md,115,line-115,- Extracts user info from token claims,security,security,reference,current,true,high,,unregistered,
DOC-CAND-0e3943601880,docs/auth.md,119,line-119,- Proxy handles OIDC authentication,security,security,reference,current,true,high,,unregistered,
DOC-CAND-c310631006f5,docs/auth.md,175,line-175,Logout and invalidate the session.,security,security,reference,current,true,high,,unregistered,
DOC-CAND-17a0125e9adc,docs/auth.md,186,line-186,Check current authentication state.,security|data_model,security|data_model,reference,current,true,high,,unregistered,
DOC-CAND-56ffe33d4859,docs/auth.md,210,line-210,All routes except auth endpoints require authentication:,security,security,reference,current,true,high,,unregistered,
DOC-CAND-dd4a23abed31,docs/auth.md,214,line-214,| /api/auth/ | No (these SET the session) |,security|api_contract,security|api_contract,reference,current,true,high,,unregistered,
DOC-CAND-46a8e40e8aff,docs/auth.md,224,line-224,| /api/deterministic-next-check/ | Yes |,api_contract,api_contract,reference,current,true,medium,,unregistered,
DOC-CAND-a506113e7234,docs/auth.md,233,line-233,Session cookies have the following attributes:,security,security,reference,current,true,high,,unregistered,
DOC-CAND-44709b758113,docs/auth.md,246,line-246,| HttpOnly | Prevents JavaScript access (XSS protection) |,security,security,reference,current,true,high,,unregistered,
DOC-CAND-c9e09eba01c1,docs/auth.md,247,line-247,| Secure | Only sent over HTTPS (when enabled) |,normative|security,normative|security,reference,current,true,high,,unregistered,
DOC-CAND-3ec4c4a0f0d2,docs/auth.md,248,line-248,"| SameSite=Lax | Allows navigation from external sites, CSRF protection |",security,security,reference,current,true,high,,unregistered,
DOC-CAND-dd77550feeba,docs/auth.md,249,line-249,| Max-Age | Session expiry (absolute lifetime) |,security,security,reference,current,true,high,,unregistered,
DOC-CAND-532f4bb23b59,docs/auth.md,254,line-254,"""Authentication required"" on all API calls",normative|security,normative|security,reference,current,true,high,,unregistered,
DOC-CAND-2aec33efe9c0,docs/auth.md,259,line-259,4. Verify the session cookie is being set (check browser dev tools),security,security,reference,current,true,high,,unregistered,
DOC-CAND-d1b70b0f2ed2,docs/auth.md,263,line-263,1. Session may have expired (check max age and idle timeout),security|config|performance,security|config|performance,reference,current,true,high,,unregistered,
DOC-CAND-a98f79a2bd05,docs/auth.md,271,line-271,3. Check for cookie domain/path issues,security,security,reference,current,true,high,,unregistered,
DOC-CAND-9e96f5d4c1e0,docs/auth.md,275,line-275,1. Verify the password hash was generated correctly,security,security,reference,current,true,high,,unregistered,
DOC-CAND-da61f902d0b6,docs/auth.md,276,line-276,2. Check that K9BADMINPASSWORDHASH environment variable is set correctly,config,config,reference,current,true,low,,unregistered,
