candidate_id,doc_path,line_number,anchor,candidate_text,detected_claim_types,detection_rules,doc_class,truth_status,claim_trace_required,candidate_severity,registered_claim_id,registration_status,notes
DOC-CAND-b1038dbecc81,docs/security/threat-model.md,841,line-841,| AU-07 | Artifact Integrity Implementation | MEDIUM | Implementation | Pending |,data_model,data_model,architecture,current,true,medium,,unregistered,
DOC-CAND-65aeac23e42f,docs/security/threat-model.md,842,line-842,| AU-08 | Prompt Injection Red Team Testing | HIGH | Red Team | Pending |,security,security,architecture,current,true,high,,unregistered,
DOC-CAND-12c019074d95,docs/security/threat-model.md,851,line-851,4. Week 3: Address REM-H1 (binary verification) and REM-H3 (hash pinning),ci_gate,ci_gate,architecture,current,true,medium,,unregistered,
DOC-CAND-53dbd5a11395,docs/security/threat-model.md,877,line-877,| RBAC | Role-Based Access Control |,security,security,architecture,current,true,high,,unregistered,
DOC-CAND-c717156f0685,docs/security/threat-model.md,880,line-880,| SSDF | Secure Software Development Framework |,security,security,architecture,current,true,high,,unregistered,
DOC-CAND-a8c812c816fe,docs/security/threat-model.md,920,line-920,| operator-auth-design.md | API-R3: Authentication design |,security,security,architecture,current,true,high,,unregistered,
DOC-CAND-53f69ecc3630,docs/security/threat-model.md,921,line-921,| artifact-integrity-audit.md | Artifact integrity and provenance |,data_model,data_model,architecture,current,true,medium,,unregistered,
DOC-CAND-303c6a25dff5,docs/security/threat-model.md,922,line-922,| rbac-deployment-guide.md | RBAC permissions guidance |,security,security,architecture,current,true,high,,unregistered,
DOC-CAND-a68f70dba8a9,docs/security-exception-audit.md,1,line-1,Security Exception Audit - Read-Model Artifact Parsing,data_model,data_model,reference,historical,false,medium,,ignored_historical,
DOC-CAND-b89c37937f70,docs/security-exception-audit.md,4,line-4,This audit covers broad except Exception handlers in artifact scan/read-model paths and broader exception audit for UI/API mutation paths.,security|data_model,security|data_model,reference,historical,false,high,,ignored_historical,
DOC-CAND-9de57c92cf92,docs/security-exception-audit.md,21,line-21,"| 60 | except (json.JSONDecodeError, UnicodeDecodeError, ValueError) | Payload parsing in handlenextcheckexecution | fixed-this-slice |",api_contract,api_contract,reference,historical,false,medium,,ignored_historical,
DOC-CAND-c101f0f87448,docs/security-exception-audit.md,22,line-22,"| 190 | except (OSError, json.JSONDecodeError, ValueError) | Plan artifact JSON read in handlenextcheckexecution | fixed-this-slice |",data_model,data_model,reference,historical,false,medium,,ignored_historical,
DOC-CAND-ede1221c02f0,docs/security-exception-audit.md,24,line-24,"| 373 | except (OSError, json.JSONDecodeError, TypeError) | Artifact persistence (packrefreshstatus write) | fixed-this-slice |",data_model,data_model,reference,historical,false,medium,,ignored_historical,
DOC-CAND-e402b687a13c,docs/security-exception-audit.md,26,line-26,"| 477 | except (json.JSONDecodeError, UnicodeDecodeError, ValueError) | Payload parsing in handledeterministicpromotion | fixed-this-slice |",api_contract,api_contract,reference,historical,false,medium,,ignored_historical,
DOC-CAND-8c2dcbb3e6a6,docs/security-exception-audit.md,28,line-28,"| 579 | except (json.JSONDecodeError, UnicodeDecodeError, ValueError) | Payload parsing in handlenextcheckapproval | fixed-this-slice |",api_contract,api_contract,reference,historical,false,medium,,ignored_historical,
