candidate_id,doc_path,line_number,anchor,candidate_text,detected_claim_types,detection_rules,doc_class,truth_status,claim_trace_required,candidate_severity,registered_claim_id,registration_status,notes
DOC-CAND-156010cd00b4,docs/security-exception-audit.md,891,line-891,- Optional reader logs only when logfailures=True,normative,normative,reference,historical,false,medium,,ignored_historical,
DOC-CAND-7da990506837,docs/security-exception-audit.md,899,line-899,"- Never log raw drilldown content, command output, kubectl output, pod logs, kubeconfig, tokens, or full absolute paths",normative|config,normative|config,reference,historical,false,medium,,ignored_historical,
DOC-CAND-2d459531c6ff,docs/security-exception-audit.md,907,line-907,"| clihandlers.py | handleassessdrilldown | targeted read | CLI artifact read | skipped (CLI path, no fallback needed) |",data_model,data_model,reference,historical,false,medium,,ignored_historical,
DOC-CAND-f85cf869c1ca,docs/security-exception-audit.md,908,line-908,| health/validators.py | DrilldownArtifactValidator | validation | schema validation | skipped (test/validation only) |,normative|data_model,normative|data_model,reference,historical,false,medium,,ignored_historical,
DOC-CAND-8c55c0b04d73,docs/security-exception-audit.md,917,line-917,- clihandlers.py::handleassessdrilldown: CLI entry point expects strict parsing - malformed artifacts should fail fast. No fallback behavior needed.,normative,normative,reference,historical,false,medium,,ignored_historical,
DOC-CAND-0a6b46bacf2b,docs/security-exception-audit.md,923,line-923,1. DrilldownArtifact schema is stable with no optional fields that caused issues for HealthProposal,data_model,data_model,reference,historical,false,medium,,ignored_historical,
DOC-CAND-19ebab671e14,docs/security-exception-audit.md,924,line-924,2. All existing artifacts should pass fromdict() validation,normative,normative,reference,historical,false,medium,,ignored_historical,
DOC-CAND-3f1242f3727d,docs/security-exception-audit.md,930,line-930,- No API response shape changes,api_contract,api_contract,reference,historical,false,medium,,ignored_historical,
DOC-CAND-95ebf6b18aa5,docs/security-exception-audit.md,932,line-932,- No change to write-path schema,data_model,data_model,reference,historical,false,medium,,ignored_historical,
DOC-CAND-a55051349de0,docs/security-exception-audit.md,951,line-951,| testlogfailurestruelogswarningwithsafemessage | Logs only safe metadata |,normative,normative,reference,historical,false,medium,,ignored_historical,
DOC-CAND-dd1c63964938,docs/security-exception-audit.md,953,line-953,| testlogfailuresfalsedoesnotlograwcontent | Sensitive content never logged |,normative,normative,reference,historical,false,medium,,ignored_historical,
DOC-CAND-7cf9664cac07,docs/security-exception-audit.md,954,line-954,| testexceptioncarryingsafepath | DrilldownArtifactReadError uses basename only |,normative,normative,reference,historical,false,medium,,ignored_historical,
DOC-CAND-f507d6d47465,docs/security-exception-audit.md,957,line-957,| testlegacydictcompatibilitynotneededforcurrentartifacts | Schema stability documented |,data_model,data_model,reference,historical,false,medium,,ignored_historical,
DOC-CAND-a795413ce12b,docs/security-exception-audit.md,976,line-976,Next Artifact Family Recommendation,data_model,data_model,reference,historical,false,medium,,ignored_historical,
DOC-CAND-8a997fd2cf1d,docs/security-exception-audit.md,986,line-986,Typed Artifact Reader: ClusterSnapshot (Phase 2 Follow-up),data_model,data_model,reference,historical,false,medium,,ignored_historical,
DOC-CAND-b5b175b6e80c,docs/security-exception-audit.md,990,line-990,This section documents the ClusterSnapshot typed artifact reader as the next step after DrilldownArtifact.,data_model,data_model,reference,historical,false,medium,,ignored_historical,
DOC-CAND-538afa4f365a,docs/security-exception-audit.md,1036,line-1036,- Optional reader logs only when logfailures=True,normative,normative,reference,historical,false,medium,,ignored_historical,
DOC-CAND-16aeb17e078e,docs/security-exception-audit.md,1045,line-1045,"- Never log raw snapshot content, Kubernetes object specs, pod logs, events, kubeconfig, tokens, or full absolute paths",normative|config|data_model,normative|config|data_model,reference,historical,false,medium,,ignored_historical,
