candidate_id,doc_path,line_number,anchor,candidate_text,detected_claim_types,detection_rules,doc_class,truth_status,claim_trace_required,candidate_severity,registered_claim_id,registration_status,notes
DOC-CAND-44b316385a2c,docs/security/artifact-integrity-audit.md,18,line-18,- 1 artifact type (FeedbackArtifact) lacks artifactid provenance,data_model,data_model,reference,historical,false,medium,,ignored_historical,
DOC-CAND-cb4bfe79d5f6,docs/security/artifact-integrity-audit.md,19,line-19,- No cryptographic integrity verification (SHA256/HMAC),ci_gate,ci_gate,reference,historical,false,medium,,ignored_historical,
DOC-CAND-ebf98a44e770,docs/security/artifact-integrity-audit.md,51,line-51,"| Trusted Writer / Unverified Storage | Written by k9b process, stored on local filesystem without integrity verification | MEDIUM |",ci_gate,ci_gate,reference,historical,false,medium,,ignored_historical,
DOC-CAND-81d3bfbf435d,docs/security/artifact-integrity-audit.md,53,line-53,| Operator-Input Influenced | Contains operator decisions that gate execution | HIGH |,ci_gate,ci_gate,reference,historical,false,medium,,ignored_historical,
DOC-CAND-bf0ea5afc76a,docs/security/artifact-integrity-audit.md,55,line-55,| Execution-Influencing | Can trigger or gate kubectl/helm subprocess execution | CRITICAL |,ci_gate,ci_gate,reference,historical,false,medium,,ignored_historical,
DOC-CAND-8a9249a351a5,docs/security/artifact-integrity-audit.md,65,line-65,| Path Pattern | runs/health/{runid}-snapshot.json |,data_model,data_model,reference,historical,false,medium,,ignored_historical,
DOC-CAND-a7c40ae3f001,docs/security/artifact-integrity-audit.md,66,line-66,| Schema Class | ClusterSnapshot in collect/clustersnapshot.py |,data_model,data_model,reference,historical,false,medium,,ignored_historical,
DOC-CAND-3ea964ea08d4,docs/security/artifact-integrity-audit.md,70,line-70,| Schema Validation | fromdict() with field coercion; lenient (accepts missing fields) |,data_model,data_model,reference,historical,false,medium,,ignored_historical,
DOC-CAND-87e28935cf03,docs/security/artifact-integrity-audit.md,71,line-71,| Overwrite Behavior | Append-only via writeappendonlyjsonartifact(); rejects overwrite |,normative|source_of_truth,normative|source_of_truth,reference,historical,false,high,,ignored_historical,
DOC-CAND-6b9007de55ea,docs/security/artifact-integrity-audit.md,73,line-73,| Mutation Influence | None (read-only cluster state) |,normative|security|data_model,normative|security|data_model,reference,historical,false,high,,ignored_historical,
DOC-CAND-1c679167ab7a,docs/security/artifact-integrity-audit.md,75,line-75,| Stale/Replay Risk | LOW - immutable by filename pattern |,source_of_truth,source_of_truth,reference,historical,false,high,,ignored_historical,
