candidate_id,doc_path,line_number,anchor,candidate_text,detected_claim_types,detection_rules,doc_class,truth_status,claim_trace_required,candidate_severity,registered_claim_id,registration_status,notes
DOC-CAND-88bb2f4fa843,docs/seam-map-alertmanager-discovery.md,5,line-5,Both Alertmanager discovery and snapshot collection seams are already extracted.,data_model,data_model,architecture,stale,false,medium,,ignored_stale,
DOC-CAND-5d8bee7fbba5,docs/seam-map-alertmanager-discovery.md,88,line-88,- Uses self.runid and self.runlabel for artifact naming,data_model,data_model,architecture,stale,false,medium,,ignored_stale,
DOC-CAND-0f4d160e2b9b,docs/seam-map-alertmanager-discovery.md,104,line-104,"Pattern: Sequential, discovery before snapshot. Snapshot reads the inventory stored by discovery.",data_model,data_model,architecture,stale,false,medium,,ignored_stale,
DOC-CAND-3c41c065f190,docs/seam-map-alertmanager-discovery.md,134,line-134,- testwritessourcesinventory - verifies artifact is written,data_model,data_model,architecture,stale,false,medium,,ignored_stale,
DOC-CAND-efb34c2f723b,docs/seam-map-alertmanager-discovery.md,139,line-139,Snapshot Collection Tests (tests/unit/testhealthloopalertmanagersnapshotcollection.py),data_model,data_model,architecture,stale,false,medium,,ignored_stale,
DOC-CAND-183e1533bcf7,docs/seam-map-alertmanager-discovery.md,142,line-142,- testdirectfetchsuccess - verifies direct endpoint fetch,api_contract,api_contract,architecture,stale,false,medium,,ignored_stale,
DOC-CAND-a257e636d2e4,docs/seam-map-alertmanager-discovery.md,143,line-143,- testportforwardsuccess - verifies port-forward lifecycle,data_model,data_model,architecture,stale,false,medium,,ignored_stale,
DOC-CAND-07056b03b324,docs/seam-map-alertmanager-discovery.md,162,line-162,"2. Port-forward lifecycle (startalertmanagerportforward, stopalertmanagerportforward)",data_model,data_model,architecture,stale,false,medium,,ignored_stale,
DOC-CAND-64d16184373a,docs/seam-map-alertmanager-discovery.md,174,line-174,The port-forward lifecycle and history loading are the smallest remaining seams closest to the Alertmanager pattern.,data_model,data_model,architecture,stale,false,medium,,ignored_stale,
DOC-CAND-949fec183989,docs/seam-map-alertmanager-discovery.md,184,line-184,- [x] Test coverage identified,ci_gate,ci_gate,architecture,stale,false,medium,,ignored_stale,
DOC-CAND-04290c7dede1,docs/seam-map-assessment-comparison-orchestration.md,23,line-23,"- runid, runlabel - for artifact metadata",data_model,data_model,architecture,stale,false,medium,,ignored_stale,
DOC-CAND-e7b34bb43eb6,docs/seam-map-assessment-comparison-orchestration.md,29,line-29,Runner-state coupling: None beyond explicit parameter passing.,data_model,data_model,architecture,stale,false,medium,,ignored_stale,
DOC-CAND-060c417cd21d,docs/seam-map-assessment-comparison-orchestration.md,33,line-33,- Health assessment building with warning threshold,ci_gate|performance,ci_gate|performance,architecture,stale,false,medium,,ignored_stale,
DOC-CAND-342394276f49,docs/seam-map-assessment-comparison-orchestration.md,34,line-34,- Assessment artifact validation and writing,data_model,data_model,architecture,stale,false,medium,,ignored_stale,
DOC-CAND-7ff2ab100785,docs/seam-map-assessment-comparison-orchestration.md,36,line-36,- History mutation for each cluster,security,security,architecture,stale,false,high,,ignored_stale,
DOC-CAND-ee6a84517f23,docs/seam-map-assessment-comparison-orchestration.md,54,line-54,"- runid, runlabel - for artifact metadata",data_model,data_model,architecture,stale,false,medium,,ignored_stale,
DOC-CAND-ba9007984f90,docs/seam-map-assessment-comparison-orchestration.md,60,line-60,Runner-state coupling: None beyond explicit parameter passing.,data_model,data_model,architecture,stale,false,medium,,ignored_stale,
DOC-CAND-17dd92037158,docs/seam-map-assessment-comparison-orchestration.md,65,line-65,- Drilldown artifact validation and writing,data_model,data_model,architecture,stale,false,medium,,ignored_stale,
DOC-CAND-ff5d3c599d7f,docs/seam-map-assessment-comparison-orchestration.md,83,line-83,- records - list of health snapshot records,data_model,data_model,architecture,stale,false,medium,,ignored_stale,
DOC-CAND-cd3e19c0fcf1,docs/seam-map-assessment-comparison-orchestration.md,88,line-88,"- runid, runlabel - for artifact metadata",data_model,data_model,architecture,stale,false,medium,,ignored_stale,
DOC-CAND-c459acaf8dcf,docs/seam-map-assessment-comparison-orchestration.md,95,line-95,Runner-state coupling: None beyond explicit parameter passing.,data_model,data_model,architecture,stale,false,medium,,ignored_stale,
DOC-CAND-c1a495015c63,docs/seam-map-assessment-comparison-orchestration.md,100,line-100,- Snapshot comparison for triggered pairs,data_model,data_model,architecture,stale,false,medium,,ignored_stale,
DOC-CAND-1ba67e8cc01a,docs/seam-map-assessment-comparison-orchestration.md,101,line-101,- Trigger artifact validation and writing,data_model,data_model,architecture,stale,false,medium,,ignored_stale,
DOC-CAND-1d09297fe7a3,docs/seam-map-assessment-comparison-orchestration.md,102,line-102,- Comparison decisions artifact with full policy metadata,data_model,data_model,architecture,stale,false,medium,,ignored_stale,
DOC-CAND-4aab749ec112,docs/seam-map-assessment-comparison-orchestration.md,104,line-104,- No-peer health-only mode logging,normative,normative,architecture,stale,false,medium,,ignored_stale,
DOC-CAND-ab2f0eff9eaf,docs/seam-map-assessment-comparison-orchestration.md,147,line-147,6. Comprehensive test coverage: Integration and unit tests,ci_gate,ci_gate,architecture,stale,false,medium,,ignored_stale,
DOC-CAND-2ca127d387ec,docs/seam-map-assessment-comparison-orchestration.md,154,line-154,Further extraction would only create redundant indirection without adding value.,normative,normative,architecture,stale,false,medium,,ignored_stale,
