candidate_id,doc_path,line_number,anchor,candidate_text,detected_claim_types,detection_rules,doc_class,truth_status,claim_trace_required,candidate_severity,registered_claim_id,registration_status,notes
DOC-CAND-7fc3578d38b0,docs/data-model/review-packets.md,58,line-58,- API/UI consumers must NOT treat latest/ paths as immutable references.,normative|source_of_truth,normative|source_of_truth,reference,current,true,high,,unregistered,
DOC-CAND-690db05e7a12,docs/data-model/review-packets.md,60,line-60,"When the diagnostic pack payload includes reviewBundlePath or reviewInput14bPath, consumers should check the isMirror field to determine mutability.",normative|api_contract|data_model,normative|api_contract|data_model,reference,current,true,medium,,unregistered,
DOC-CAND-835095a4b07d,docs/data-model/review-packets.md,79,line-79,| Field | Type | Description |,data_model,data_model,reference,current,true,medium,,unregistered,
DOC-CAND-09a2692da1f9,docs/data-model/review-packets.md,81,line-81,| status | ReviewPacketStatus | Current status |,data_model,data_model,reference,current,true,medium,,unregistered,
DOC-CAND-32b5b9327952,docs/data-model/review-packets.md,82,line-82,| id | str \| None | Artifact ID (required for GENERATING/AVAILABLE) |,normative|data_model,normative|data_model,reference,current,true,medium,,unregistered,
DOC-CAND-9d0bca3c992b,docs/data-model/review-packets.md,90,line-90,The old pattern could produce reviewpacketavailable=True + reviewpacketid=None (drift). This model makes state explicit and prevents drift.,data_model,data_model,reference,current,true,medium,,unregistered,
DOC-CAND-8da90b844509,docs/data-model/review-packets.md,94,line-94,The review packet is a generated artifact/state attached to Incident.,data_model,data_model,reference,current,true,medium,,unregistered,
DOC-CAND-d18370e6c1bf,docs/data-model/review-packets.md,96,line-96,Incident remains the case file even when review packet generation fails or is unavailable.,data_model,data_model,reference,current,true,medium,,unregistered,
DOC-CAND-ad1313dc5c79,docs/data-model/review-packets.md,100,line-100,| Schema | Version | Purpose |,data_model,data_model,reference,current,true,medium,,unregistered,
DOC-CAND-8b3402e89db4,docs/data-model/review-packets.md,102,line-102,| Review bundle | diagnostic-pack-review-bundle/v1 | Complete current-run state |,data_model,data_model,reference,current,true,medium,,unregistered,
DOC-CAND-5eee9140ccab,docs/data-model/run-lifecycle.md,5,line-5,Document the current deterministic health-run lifecycle.,data_model,data_model,reference,current,true,medium,,unregistered,
